u,i1,i2,hl,nl
927,,,4642,"[1135.3, 112.0, 14.85, 37.62, 112.86, 172.26, 21.78]"
928,,,145,"[810.612, 57.42, 35.64, 26.0, 97.02, 90.0, 21.78]"
929,,,679,"[497.0, 50.0, 14.0, 21.78, 28.0, 69.3, 11.0]"
930,,,2280,"[336.204, 4.95, 241.0, 9.0, 5.9399999999999995, 6.0, 23.759999999999998]"
931,,,908,"[628.0999999999999, 77.22, 17.82, 30.69, 29.7, 49.5, 9.0]"
932,,,284,"[502.12800000000004, 33.66, 147.51, 8.0, 26.0, 37.62, 13.0]"
933,,,4642,"[776.952, 79.0, 3.96, 31.68, 55.44, 152.46, 18.0]"
934,,,1601,"[1955.8439999999998, 145.53, 582.12, 40.0, 197.01, 182.16, 57.42]"
935,,,4695,"[559.548, 42.57, 234.63, 28.0, 32.0, 51.48, 19.8]"
936,,,2,"[3107.214, 364.32, 149.0, 294.03, 173.25, 351.0, 56.0]"
937,,,4177,"[883.0, 85.14, 36.63, 57.0, 111.87, 90.0, 13.0]"
938,,,3403,"[1315.6, 104.94, 437.0, 28.0, 84.15, 145.53, 40.589999999999996]"
939,,,4642,"[1119.9, 81.17999999999999, 34.65, 74.25, 93.0, 154.44, 39.6]"
940,,,284,"[477.6, 42.0, 112.0, 12.87, 29.0, 55.0, 13.0]"
941,,,1129,"[444.21299999999997, 15.84, 207.9, 3.96, 57.0, 6.93, 19.8]"
942,,,4814,"[824.7, 61.0, 141.57, 88.11, 93.0, 58.0, 22.0]"
943,,,4945,"[1627.461, 121.77, 60.0, 116.0, 168.3, 146.0, 43.56]"
944,,,1646,"[643.005, 35.64, 196.0, 20.0, 44.0, 53.46, 27.72]"
945,,,2139,"[777.3480000000001, 36.0, 51.48, 6.0, 75.24, 16.0, 35.64]"
946,,,4177,"[1164.933, 70.29, 80.19, 91.0, 93.0, 70.29, 47.0]"
948,,,617,"[1251.2, 113.0, 153.45, 76.0, 140.58, 140.0, 24.0]"
949,,,4880,"[1123.947, 110.88, 15.0, 37.62, 114.0, 172.26, 22.0]"
950,,,648,"[497.1, 50.0, 19.8, 19.0, 50.0, 57.0, 8.0]"
951,,,125,"[2250.072, 164.0, 1112.76, 34.0, 68.31, 107.0, 105.0]"
952,,,125,"[2210.7, 154.0, 1117.71, 31.68, 66.0, 92.07, 106.0]"
953,,,1946,"[299.079, 13.0, 65.34, 17.0, 30.0, 8.0, 12.0]"
954,,,2251,"[1183.248, 109.0, 51.48, 52.0, 167.0, 193.0, 14.85]"
955,,,1252,"[425.00699999999995, 26.73, 76.0, 60.39, 59.0, 18.0, 12.87]"
956,,,2639,"[294.72300000000007, 7.92, 161.37, 29.0, 9.0, 3.0, 18.0]"
958,,,2949,"[520.5419999999999, 45.54, 188.1, 12.0, 11.879999999999999, 79.2, 17.82]"
960,,,648,"[709.1, 57.42, 182.16, 18.81, 45.54, 80.19, 23.0]"
962,,,4826,"[1022.1, 45.0, 167.0, 104.94, 81.17999999999999, 78.0, 52.0]"
963,,,3174,"[1058.1119999999999, 129.69, 119.0, 5.9399999999999995, 78.0, 171.0, 8.91]"
964,,,357,"[627.5, 52.47, 19.8, 30.0, 71.28, 71.0, 12.87]"
967,,,4642,"[965.3, 84.0, 19.0, 60.39, 91.0, 158.4, 24.0]"
968,,,648,"[515.097, 44.55, 103.95, 18.0, 41.58, 55.0, 13.0]"
969,,,953,"[749.133, 63.0, 54.45, 71.0, 134.0, 43.56, 8.0]"
970,,,2280,"[383.4, 14.0, 161.37, 9.0, 23.759999999999998, 15.0, 20.79]"
971,,,4918,"[787.6439999999999, 68.0, 17.82, 30.0, 120.0, 113.0, 11.0]"
972,,,193,"[733.1, 80.19, 20.79, 35.64, 100.98, 69.3, 2.0]"
973,,,193,"[985.248, 102.96, 19.0, 57.0, 157.0, 100.0, 3.96]"
974,,,3623,"[780.6, 57.0, 42.0, 39.0, 66.0, 62.0, 24.75]"
975,,,2949,"[631.5999999999999, 32.0, 116.0, 9.9, 46.53, 45.0, 27.72]"
977,,,648,"[961.29, 115.0, 15.84, 85.14, 95.03999999999999, 198.0, 8.91]"
978,,,2,"[3018.609, 365.0, 229.0, 293.04, 165.33, 337.59, 50.49]"
979,,,4091,"[555.3, 41.58, 43.0, 59.0, 107.0, 38.61, 4.95]"
980,,,4091,"[948.816, 58.0, 87.12, 115.0, 118.8, 74.25, 27.72]"
981,,,983,"[938.5, 115.0, 18.0, 41.58, 94.05, 114.0, 6.0]"
982,,,4642,"[1004.6519999999999, 103.0, 10.89, 68.31, 87.12, 191.07, 19.0]"
983,,,820,"[424.116, 6.93, 28.0, 34.0, 43.0, 3.96, 24.75]"
984,,,484,"[3699.9, 499.95, 336.6, 32.0, 180.18, 170.28, 48.51]"
986,,,125,"[2666.169, 209.0, 1084.05, 60.0, 99.0, 196.0, 113.0]"
987,,,284,"[866.646, 52.0, 136.62, 28.71, 54.45, 58.0, 37.62]"
988,,,2949,"[1015.1460000000001, 76.23, 352.44, 49.5, 53.46, 76.23, 38.0]"
989,,,4226,"[623.205, 62.0, 133.65, 33.66, 21.78, 117.0, 17.0]"
990,,,3715,"[2451.0, 160.38, 1200.0, 36.0, 126.0, 97.0, 109.89]"
991,,,1960,"[1087.2, 115.83, 9.0, 13.0, 172.26, 103.0, 1.98]"
992,,,484,"[601.5, 32.0, 148.5, 26.73, 81.0, 31.0, 22.0]"
993,,,1214,"[724.68, 48.51, 81.17999999999999, 2442.33, 66.33, 32.0, 34.0]"
994,,,648,"[570.0, 55.44, 33.0, 23.759999999999998, 47.0, 66.0, 10.89]"
995,,,465,"[191.961, 17.82, 46.0, 76.0, 5.0, 36.63, 6.0]"
996,,,1646,"[729.2, 36.0, 198.0, 13.0, 28.71, 46.0, 37.62]"
997,,,2355,"[1022.0760000000001, 65.0, 274.0, 176.22, 142.56, 29.0, 29.0]"
998,,,647,"[3750.12, 509.85, 341.0, 97.0, 186.12, 177.0, 48.51]"
999,,,2274,"[634.59, 26.73, 170.28, 78.21, 44.0, 20.0, 23.759999999999998]"
