u,i1,i2,hl,nl
929,,,908,"[151.6, 3.96, 0.0, 11.879999999999999, 11.879999999999999, 7.92, 5.9399999999999995]"
930,,,3102,"[1469.457, 177.21, 4.95, 123.75, 185.13, 194.04, 1.98]"
931,,,4091,"[762.5, 70.29, 24.75, 68.0, 101.97, 112.86, 10.0]"
932,,,361,"[633.4000000000001, 65.0, 40.589999999999996, 30.69, 43.56, 79.2, 13.0]"
933,,,4091,"[894.663, 72.0, 47.0, 75.0, 159.0, 87.0, 10.89]"
934,,,2220,"[3204.4, 125.73, 188.1, 103.95, 154.0, 111.87, 179.0]"
935,,,4444,"[825.7589999999999, 88.11, 79.0, 59.4, 35.64, 161.0, 21.0]"
936,,,4446,"[621.0269999999999, 39.6, 79.0, 26.0, 41.58, 34.0, 26.0]"
937,,,647,"[4551.624000000001, 545.49, 370.26, 48.51, 298.98, 203.94, 67.32]"
938,,,4814,"[599.0, 49.0, 40.0, 30.69, 31.68, 44.0, 21.0]"
939,,,740,"[631.6, 21.78, 293.04, 17.82, 17.82, 27.72, 39.0]"
940,,,647,"[6467.076, 723.6899999999999, 551.0, 365.0, 345.0, 491.04, 147.0]"
941,,,740,"[1142.2, 79.0, 258.0, 80.19, 56.0, 102.0, 47.519999999999996]"
942,,,740,"[605.781, 8.91, 242.0, 18.0, 12.87, 6.0, 32.67]"
943,,,1984,"[1037.6, 66.33, 84.0, 81.17999999999999, 84.15, 104.94, 36.63]"
944,,,908,"[1145.8259999999998, 147.0, 178.2, 9.9, 20.0, 294.03, 20.0]"
945,,,647,"[3670.029, 498.96, 338.0, 83.16, 196.02, 165.0, 46.0]"
946,,,4446,"[485.99100000000004, 0.0, 448.0, 7.92, 3.96, 0.0, 41.0]"
948,,,145,"[514.107, 41.58, 27.0, 19.0, 56.0, 58.41, 11.879999999999999]"
949,,,908,"[83.85300000000001, 2.0, 6.93, 7.0, 6.0, 3.96, 3.0]"
950,,,740,"[842.7869999999999, 26.73, 251.0, 21.0, 51.0, 13.86, 50.0]"
951,,,647,"[3593.799, 472.23, 454.40999999999997, 23.759999999999998, 136.62, 146.52, 55.44]"
952,,,484,"[766.8539999999999, 36.63, 23.0, 26.0, 200.97, 30.69, 11.0]"
953,,,416,"[482.03099999999995, 38.61, 110.88, 32.67, 22.77, 61.38, 17.0]"
954,,,4270,"[400.455, 20.0, 146.52, 31.0, 18.0, 44.55, 13.0]"
955,,,4091,"[567.7, 37.62, 40.0, 96.03, 129.69, 22.0, 4.0]"
956,,,2256,"[1362.2, 157.0, 169.0, 107.91, 73.26, 141.0, 26.73]"
958,,,647,"[3813.084, 531.0, 399.0, 45.0, 157.41, 195.0, 52.47]"
960,,,983,"[960.102, 83.16, 124.74, 34.0, 62.0, 63.0, 30.69]"
962,,,1740,"[639.243, 48.51, 24.0, 45.0, 107.91, 69.0, 10.0]"
963,,,4177,"[463.71599999999995, 27.72, 32.67, 53.0, 28.71, 45.54, 20.0]"
964,,,4091,"[569.4, 55.0, 30.0, 53.0, 91.0, 87.0, 3.96]"
967,,,679,"[459.90000000000003, 55.0, 13.0, 42.0, 35.64, 72.27, 3.96]"
968,,,740,"[1020.3, 45.54, 455.0, 27.0, 20.79, 79.2, 59.4]"
969,,,1667,"[437.2, 25.74, 17.0, 20.0, 28.0, 36.63, 18.0]"
970,,,193,"[728.0459999999999, 79.0, 16.83, 36.63, 103.95, 70.0, 3.0]"
971,,,145,"[524.007, 36.63, 29.7, 42.0, 56.43, 48.0, 14.85]"
972,,,740,"[1368.4769999999999, 46.53, 248.49, 52.47, 81.17999999999999, 43.56, 75.24]"
973,,,193,"[1061.181, 118.8, 47.519999999999996, 139.59, 131.0, 125.73, 7.0]"
974,,,4446,"[200.3, 6.93, 61.0, 32.67, 9.0, 2.9699999999999998, 12.0]"
975,,,4446,"[252.3, 20.79, 86.13, 5.9399999999999995, 3.96, 8.0, 9.9]"
977,,,2663,"[1206.1170000000002, 97.0, 564.3, 12.0, 23.759999999999998, 197.0, 51.48]"
978,,,4446,"[497.6, 45.0, 42.0, 23.759999999999998, 45.54, 54.45, 11.0]"
979,,,4783,"[530.0, 45.54, 14.0, 51.0, 41.0, 65.0, 12.87]"
980,,,1118,"[753.885, 51.48, 62.37, 41.58, 73.26, 57.42, 24.75]"
981,,,1118,"[3699.3329999999996, 479.15999999999997, 379.0, 47.519999999999996, 170.0, 151.0, 64.0]"
982,,,740,"[625.284, 16.83, 242.0, 23.759999999999998, 20.79, 11.879999999999999, 40.589999999999996]"
983,,,4091,"[531.2, 23.759999999999998, 72.27, 54.0, 92.07, 20.0, 14.85]"
984,,,4814,"[586.4, 58.0, 85.14, 22.77, 27.72, 57.42, 16.83]"
986,,,4446,"[874.17, 55.44, 69.3, 65.0, 81.0, 75.24, 31.68]"
987,,,2251,"[575.685, 26.73, 109.89, 37.62, 71.0, 35.0, 17.82]"
988,,,983,"[1133.6999999999998, 111.87, 67.0, 66.33, 81.17999999999999, 112.0, 25.0]"
989,,,2848,"[845.46, 70.0, 163.35, 69.0, 56.43, 143.0, 20.0]"
990,,,708,"[252.4, 16.0, 33.0, 14.0, 9.9, 8.91, 10.89]"
991,,,4096,"[219.483, 8.91, 33.0, 7.0, 11.879999999999999, 3.96, 12.87]"
992,,,3660,"[345.11400000000003, 38.61, 59.0, 7.92, 10.0, 32.0, 6.93]"
993,,,3335,"[218.1, 24.0, 36.63, 7.0, 10.0, 47.519999999999996, 4.0]"
994,,,4382,"[702.0, 62.0, 21.78, 38.61, 69.0, 86.13, 14.85]"
995,,,2280,"[394.416, 18.0, 154.44, 41.58, 36.0, 11.0, 18.81]"
996,,,4177,"[636.867, 43.56, 49.5, 36.63, 61.0, 68.31, 23.0]"
997,,,2,"[2925.549, 358.38, 141.57, 321.0, 177.21, 346.0, 43.0]"
998,,,193,"[1490.5439999999999, 83.16, 43.56, 66.0, 151.0, 72.0, 55.0]"
999,,,4091,"[713.196, 64.35, 23.759999999999998, 66.33, 137.60999999999999, 92.0, 1.98]"
