user,exclude,item list
923,2499.0,"[361, 3757, 193, 1485, 4003, 2274, 3849, 416, 2063, 240]"
924,6906.0,"[4831, 361, 3895, 2553, 1646, 2319, 1103, 532, 240, 4652]"
925,2499.0,"[2274, 2105, 4019, 2086, 4245, 1087, 2798, 41, 4642, 1056]"
926,7449.0,"[193, 2756, 648, 4766, 240, 1889, 2816, 3895, 131, 112]"
927,2499.0,"[4177, 193, 238, 2139, 989, 4501, 3103, 2927, 4106, 3102]"
928,2499.0,"[983, 4945, 2549, 3955, 1711, 2342, 2210, 2454, 4005, 2293]"
929,6696.0,"[740, 1984, 4493, 1057, 2949, 4128, 4738, 4642, 1479, 630]"
930,7655.0,"[1288, 125, 2246, 532, 416, 4477, 47, 989, 2681, 3035]"
931,63.0,"[1646, 193, 125, 2949, 14, 3510, 276, 2459, 397, 3571]"
932,6906.0,"[4270, 4894, 127, 1522, 1739, 4831, 4303, 361, 4642, 117]"
933,7655.0,"[740, 1646, 2342, 4270, 532, 4453, 3335, 66, 4005, 4106]"
934,7655.0,"[4096, 4691, 361, 145, 40, 3459, 4101, 2656, 4290, 284]"
935,5006.0,"[4836, 284, 4245, 499, 1612, 33, 4064, 4894, 4951, 3330]"
936,800.0,"[4783, 647, 2848, 2083, 1755, 484, 125, 2377, 2280, 2342]"
937,4253.0,"[647, 983, 648, 125, 1519, 2280, 3397, 4382, 2342, 2155]"
938,2683.0,"[983, 2949, 2280, 3335, 276, 2289, 361, 2632, 3282, 2773]"
939,2499.0,"[740, 647, 983, 4918, 4836, 4270, 2639, 4640, 3654, 4453]"
940,6276.0,"[4446, 66, 1357, 1646, 2062, 532, 4459, 4888, 2075, 1076]"
941,6906.0,"[960, 80, 4764, 1611, 2610, 240, 145, 4096, 1736, 3018]"
942,2683.0,"[740, 4091, 647, 679, 2342, 3102, 2274, 4691, 4683, 4888]"
943,2499.0,"[740, 125, 361, 4005, 1611, 2468, 112, 2207, 3501, 4960]"
944,2499.0,"[2342, 2274, 4446, 1089, 3637, 4918, 2280, 4642, 4091, 4625]"
945,2499.0,"[647, 413, 725, 2377, 4128, 266, 2210, 4344, 1588, 3424]"
946,3184.0,"[4446, 4783, 3300, 812, 2, 647, 357, 2756, 1646, 297]"
947,2499.0,[]
948,3184.0,"[2342, 268, 740, 2494, 3501, 361, 240, 4778, 1103, 990]"
949,5010.0,"[4091, 4177, 4814, 193, 4493, 125, 2949, 1306, 2280, 2342]"
950,5006.0,"[4783, 903, 2549, 8, 4275, 2949, 2342, 3685, 4245, 4793]"
951,5010.0,"[3238, 2280, 361, 3487, 989, 749, 4664, 1353, 741, 131]"
952,5010.0,"[2, 1646, 193, 708, 125, 4738, 793, 112, 425, 2614]"
953,2499.0,"[4589, 3100, 2280, 4106, 4096, 1611, 4005, 475, 882, 4929]"
954,2499.0,"[4874, 27, 740, 2949, 882, 645, 2848, 3143, 4019, 688]"
955,4717.0,"[4783, 740, 1984, 1646, 2549, 88, 1128, 2949, 2105, 1904]"
956,2499.0,"[740, 2549, 4045, 4098, 1270, 240, 4720, 2676, 3366, 505]"
957,2499.0,[]
958,6906.0,"[484, 1522, 2773, 3314, 2342, 1709, 1443, 4642, 4683, 2551]"
959,2499.0,[]
960,3203.0,"[4783, 647, 1646, 2949, 2274, 284, 98, 4642, 989, 4501]"
961,2499.0,[]
962,2499.0,"[416, 125, 1765, 1479, 4642, 2949, 4945, 3895, 361, 1611]"
963,7655.0,"[4091, 193, 2280, 4245, 588, 3335, 361, 2968, 4005, 4106]"
964,6906.0,"[4091, 4177, 4493, 54, 4533, 4683, 284, 3216, 361, 3019]"
965,2499.0,[]
966,2499.0,[]
967,332.0,"[4096, 284, 1479, 2, 2970, 708, 127, 2949, 2691, 4554]"
968,6906.0,"[983, 1197, 3732, 2440, 2988, 532, 3335, 3571, 645, 1429]"
969,5010.0,"[882, 42, 2356, 4501, 2105, 1970, 1715, 786, 1357, 1725]"
970,6906.0,"[983, 4270, 4453, 2454, 3335, 3571, 3459, 1809, 4044, 4177]"
971,6906.0,"[4390, 2949, 2342, 4658, 3083, 361, 803, 2773, 3865, 4086]"
972,6906.0,"[4091, 983, 2949, 4270, 2355, 89, 567, 925, 827, 3282]"
973,5006.0,"[3939, 125, 2949, 4831, 4642, 989, 882, 827, 1674, 2076]"
974,6906.0,"[4091, 2342, 4738, 284, 276, 2194, 145, 4396, 3459, 2610]"
975,7655.0,"[740, 1357, 193, 2105, 2256, 3102, 1940, 3510, 2988, 532]"
976,2499.0,[]
977,3203.0,"[4783, 4177, 1252, 908, 150, 532, 2210, 3905, 3424, 2267]"
978,3184.0,"[740, 4177, 647, 1252, 1646, 4026, 866, 297, 786, 648]"
979,4717.0,"[1, 740, 4091, 4177, 647, 1653, 1984, 983, 1646, 1633]"
980,7449.0,"[4446, 4783, 740, 4091, 4177, 647, 1252, 357, 1984, 908]"
981,3203.0,"[4783, 740, 357, 1984, 2756, 976, 3037, 297, 2218, 648]"
982,800.0,"[647, 1197, 3732, 3810, 708, 2256, 2342, 4683, 284, 3424]"
983,6906.0,"[740, 416, 361, 505, 49, 1218, 1331, 2439, 3282, 1085]"
984,6906.0,"[361, 4473, 3459, 4642, 4091, 616, 4171, 794, 3386, 4310]"
985,2499.0,[]
986,4717.0,"[4446, 2820, 4880, 2342, 3510, 4683, 2210, 2834, 4642, 2356]"
987,2499.0,"[3510, 1522, 953, 1715, 544, 2210, 1647, 1753, 2342, 866]"
988,6906.0,"[3258, 4683, 276, 4005, 3459, 989, 692, 3237, 1752, 4893]"
989,6906.0,"[45, 1667, 174, 3554, 2319, 3351, 2750, 2088, 1253, 1485]"
990,2499.0,"[647, 125, 2377, 2280, 3510, 2639, 567, 945, 3785, 621]"
991,3203.0,"[532, 1317, 125, 4131, 2280, 193, 3285, 3450, 1369, 908]"
992,3203.0,"[2773, 1485, 3290, 1695, 4344, 2949, 361, 3479, 832, 1262]"
993,5006.0,"[4718, 3145, 145, 3078, 1739, 4128, 532, 3424, 255, 4699]"
994,2499.0,"[647, 2377, 4954, 2274, 3905, 3424, 945, 3782, 240, 2796]"
995,6906.0,"[983, 2949, 3510, 2355, 4005, 45, 112, 2207, 209, 4074]"
996,5006.0,"[740, 866, 4945, 2549, 1343, 2342, 2274, 532, 3715, 3198]"
997,6906.0,"[4091, 4493, 1088, 4128, 3591, 268, 925, 4069, 1287, 1262]"
998,6906.0,"[127, 1174, 3459, 3979, 4585, 181, 3497, 645, 2637, 459]"
999,3184.0,"[4814, 1022, 193, 3715, 960, 58, 3413, 3085, 989, 802]"
