user,include,item list,len,without constraint
743,6276,"[4096, 4005, 3225]",3,"['983', '708', '125', '1053', '3102', '3189', '2274', '4096', '4270', '2830', '3335', '98', '2973', '1983', '617', '415', '4005', '4106', '2033', '2139', '145', '1611', '3459', '3225', '882', '262', '3942', '4960', '3128', '72']"
743,1329,[1983],1,"['983', '708', '125', '1053', '3102', '3189', '2274', '4096', '4270', '2830', '3335', '98', '2973', '1983', '617', '415', '4005', '4106', '2033', '2139', '145', '1611', '3459', '3225', '882', '262', '3942', '4960', '3128', '72']"
743,1910,[4005],1,"['983', '708', '125', '1053', '3102', '3189', '2274', '4096', '4270', '2830', '3335', '98', '2973', '1983', '617', '415', '4005', '4106', '2033', '2139', '145', '1611', '3459', '3225', '882', '262', '3942', '4960', '3128', '72']"
744,6276,[2392],1,"['4533', '1611', '2638', '1607', '2658', '2549', '3073', '973', '2392', '928', '4501', '600', '989', '174', '3224', '3355', '740', '3018', '725', '459', '2958', '1984', '4406', '1485', '4918', '1119', '4830', '1774', '3732', '112']"
744,3440,[2392],1,"['4533', '1611', '2638', '1607', '2658', '2549', '3073', '973', '2392', '928', '4501', '600', '989', '174', '3224', '3355', '740', '3018', '725', '459', '2958', '1984', '4406', '1485', '4918', '1119', '4830', '1774', '3732', '112']"
744,6324,[],0,"['4533', '1611', '2638', '1607', '2658', '2549', '3073', '973', '2392', '928', '4501', '600', '989', '174', '3224', '3355', '740', '3018', '725', '459', '2958', '1984', '4406', '1485', '4918', '1119', '4830', '1774', '3732', '112']"
745,7946,[1611],1,"['4091', '647', '3814', '1088', '4270', '2227', '98', '4642', '361', '4005', '4745', '882', '827', '4319', '4546', '874', '203', '1321', '1178', '1611', '2274', '2155', '1089', '3320', '359', '4868', '617', '125', '2646', '708']"
745,6696,"[4091, 4745, 2155, 4868]",4,"['4091', '647', '3814', '1088', '4270', '2227', '98', '4642', '361', '4005', '4745', '882', '827', '4319', '4546', '874', '203', '1321', '1178', '1611', '2274', '2155', '1089', '3320', '359', '4868', '617', '125', '2646', '708']"
745,3184,"[4091, 4642, 4868]",3,"['4091', '647', '3814', '1088', '4270', '2227', '98', '4642', '361', '4005', '4745', '882', '827', '4319', '4546', '874', '203', '1321', '1178', '1611', '2274', '2155', '1089', '3320', '359', '4868', '617', '125', '2646', '708']"
746,4574,[30],1,"['648', '1357', '4493', '2820', '2280', '4245', '4270', '532', '772', '284', '4567', '98', '4642', '3432', '4698', '4028', '395', '3421', '3018', '361', '4573', '80', '27', '30', '2773', '3571', '3028', '2468', '60', '1774']"
746,3217,"[4493, 395]",2,"['648', '1357', '4493', '2820', '2280', '4245', '4270', '532', '772', '284', '4567', '98', '4642', '3432', '4698', '4028', '395', '3421', '3018', '361', '4573', '80', '27', '30', '2773', '3571', '3028', '2468', '60', '1774']"
746,800,[98],1,"['648', '1357', '4493', '2820', '2280', '4245', '4270', '532', '772', '284', '4567', '98', '4642', '3432', '4698', '4028', '395', '3421', '3018', '361', '4573', '80', '27', '30', '2773', '3571', '3028', '2468', '60', '1774']"
747,332,[],0,"['3814', '4270', '80', '60', '1485', '1646', '903', '4642', '3337', '284', '3567', '4501', '1409', '1178', '2639', '1856', '112', '3312', '2599', '3198', '647', '3459', '2251', '1313', '1736', '3510', '4533', '811', '1443', '2072']"
747,2683,"[80, 1646, 1178, 3198]",4,"['3814', '4270', '80', '60', '1485', '1646', '903', '4642', '3337', '284', '3567', '4501', '1409', '1178', '2639', '1856', '112', '3312', '2599', '3198', '647', '3459', '2251', '1313', '1736', '3510', '4533', '811', '1443', '2072']"
747,2856,"[1178, 1856]",2,"['3814', '4270', '80', '60', '1485', '1646', '903', '4642', '3337', '284', '3567', '4501', '1409', '1178', '2639', '1856', '112', '3312', '2599', '3198', '647', '3459', '2251', '1313', '1736', '3510', '4533', '811', '1443', '2072']"
748,1252,[1418],1,"['647', '648', '708', '4245', '98', '4642', '2188', '4590', '2970', '284', '2536', '2280', '532', '193', '2204', '2155', '1418', '885', '4876', '2021', '3035', '1611', '920', '2639', '2553', '3424', '646', '14', '2', '2544']"
748,6276,"[4590, 885]",2,"['647', '648', '708', '4245', '98', '4642', '2188', '4590', '2970', '284', '2536', '2280', '532', '193', '2204', '2155', '1418', '885', '4876', '2021', '3035', '1611', '920', '2639', '2553', '3424', '646', '14', '2', '2544']"
748,1833,[2204],1,"['647', '648', '708', '4245', '98', '4642', '2188', '4590', '2970', '284', '2536', '2280', '532', '193', '2204', '2155', '1418', '885', '4876', '2021', '3035', '1611', '920', '2639', '2553', '3424', '646', '14', '2', '2544']"
749,3723,[],0,"['4091', '1252', '2756', '1646', '648', '1357', '3174', '1605', '4955', '4918', '708', '238', '2949', '2467', '14', '828', '1709', '1088', '2377', '2280', '3397', '3593', '1740', '2155', '3888', '1736', '4738', '4096', '3510', '4270']"
749,4096,[14],1,"['4091', '1252', '2756', '1646', '648', '1357', '3174', '1605', '4955', '4918', '708', '238', '2949', '2467', '14', '828', '1709', '1088', '2377', '2280', '3397', '3593', '1740', '2155', '3888', '1736', '4738', '4096', '3510', '4270']"
749,5825,[],0,"['4091', '1252', '2756', '1646', '648', '1357', '3174', '1605', '4955', '4918', '708', '238', '2949', '2467', '14', '828', '1709', '1088', '2377', '2280', '3397', '3593', '1740', '2155', '3888', '1736', '4738', '4096', '3510', '4270']"
750,1910,[4656],1,"['648', '125', '4270', '960', '4831', '4642', '3209', '3571', '3078', '1921', '72', '1485', '4656', '3282', '3337', '4981', '148', '2782', '2688', '2390', '4894', '532', '4940', '1894', '1667', '175', '3626', '827', '4302', '2295']"
750,4987,[2688],1,"['648', '125', '4270', '960', '4831', '4642', '3209', '3571', '3078', '1921', '72', '1485', '4656', '3282', '3337', '4981', '148', '2782', '2688', '2390', '4894', '532', '4940', '1894', '1667', '175', '3626', '827', '4302', '2295']"
750,2320,[1667],1,"['648', '125', '4270', '960', '4831', '4642', '3209', '3571', '3078', '1921', '72', '1485', '4656', '3282', '3337', '4981', '148', '2782', '2688', '2390', '4894', '532', '4940', '1894', '1667', '175', '3626', '827', '4302', '2295']"
751,5825,[],0,"['4177', '647', '357', '983', '1477', '2218', '4735', '193', '4493', '986', '3704', '484', '4918', '125', '238', '1053', '4665', '2949', '3885', '3883', '1546', '2280', '3397', '2718', '1253', '2274', '2988', '4270', '807', '960']"
751,5180,"[983, 986, 1546]",3,"['4177', '647', '357', '983', '1477', '2218', '4735', '193', '4493', '986', '3704', '484', '4918', '125', '238', '1053', '4665', '2949', '3885', '3883', '1546', '2280', '3397', '2718', '1253', '2274', '2988', '4270', '807', '960']"
751,4574,[1253],1,"['4177', '647', '357', '983', '1477', '2218', '4735', '193', '4493', '986', '3704', '484', '4918', '125', '238', '1053', '4665', '2949', '3885', '3883', '1546', '2280', '3397', '2718', '1253', '2274', '2988', '4270', '807', '960']"
752,6276,[],0,"['740', '1984', '786', '3732', '238', '1602', '2949', '14', '2155', '37', '3715', '4533', '109', '20', '4642', '276', '923', '3018', '80', '3639', '1611', '249', '112', '4470', '2800', '82', '3293', '3479', '3873', '1630']"
752,7470,"[1984, 4470, 3479]",3,"['740', '1984', '786', '3732', '238', '1602', '2949', '14', '2155', '37', '3715', '4533', '109', '20', '4642', '276', '923', '3018', '80', '3639', '1611', '249', '112', '4470', '2800', '82', '3293', '3479', '3873', '1630']"
752,1093,"[4533, 109, 3293]",3,"['740', '1984', '786', '3732', '238', '1602', '2949', '14', '2155', '37', '3715', '4533', '109', '20', '4642', '276', '923', '3018', '80', '3639', '1611', '249', '112', '4470', '2800', '82', '3293', '3479', '3873', '1630']"
753,3723,"[3210, 3439]",2,"['983', '193', '4890', '648', '225', '1184', '3210', '647', '4876', '2436', '4446', '3439', '1349', '1828', '704', '3625', '708', '361', '3955', '1204', '870', '3295', '2356', '2614', '2386', '295', '329', '4093', '544', '4783']"
753,1119,"[2436, 544]",2,"['983', '193', '4890', '648', '225', '1184', '3210', '647', '4876', '2436', '4446', '3439', '1349', '1828', '704', '3625', '708', '361', '3955', '1204', '870', '3295', '2356', '2614', '2386', '295', '329', '4093', '544', '4783']"
753,3502,[],0,"['983', '193', '4890', '648', '225', '1184', '3210', '647', '4876', '2436', '4446', '3439', '1349', '1828', '704', '3625', '708', '361', '3955', '1204', '870', '3295', '2356', '2614', '2386', '295', '329', '4093', '544', '4783']"
754,1910,[137],1,"['1646', '708', '2280', '532', '820', '4086', '882', '1178', '3628', '361', '2704', '2347', '4105', '4457', '1485', '2501', '1667', '4143', '617', '3295', '2658', '2544', '72', '137', '2256', '4787', '2833', '2355', '983', '4778']"
754,7470,[2833],1,"['1646', '708', '2280', '532', '820', '4086', '882', '1178', '3628', '361', '2704', '2347', '4105', '4457', '1485', '2501', '1667', '4143', '617', '3295', '2658', '2544', '72', '137', '2256', '4787', '2833', '2355', '983', '4778']"
754,1833,[],0,"['1646', '708', '2280', '532', '820', '4086', '882', '1178', '3628', '361', '2704', '2347', '4105', '4457', '1485', '2501', '1667', '4143', '617', '3295', '2658', '2544', '72', '137', '2256', '4787', '2833', '2355', '983', '4778']"
755,5168,[],0,"['740', '4091', '812', '647', '357', '1984', '1646', '297', '4894', '1755', '4918', '125', '1711', '3397', '4128', '3048', '4738', '4096', '532', '2225', '4118', '4533', '1048', '109', '2639', '98', '4642', '276', '2355', '818']"
755,2131,[],0,"['740', '4091', '812', '647', '357', '1984', '1646', '297', '4894', '1755', '4918', '125', '1711', '3397', '4128', '3048', '4738', '4096', '532', '2225', '4118', '4533', '1048', '109', '2639', '98', '4642', '276', '2355', '818']"
755,5319,"[4918, 3048]",2,"['740', '4091', '812', '647', '357', '1984', '1646', '297', '4894', '1755', '4918', '125', '1711', '3397', '4128', '3048', '4738', '4096', '532', '2225', '4118', '4533', '1048', '109', '2639', '98', '4642', '276', '2355', '818']"
756,4096,[14],1,"['4955', '14', '532', '109', '3335', '3018', '1171', '330', '1970', '3071', '2050', '1856', '127', '4764', '1379', '1711', '4833', '744', '341', '2903', '4767', '921', '3616', '3043', '4561', '4788', '1611', '3227', '1091', '1597']"
756,5006,"[4955, 127, 4833, 2903, 921, 3616, 4788, 1611, 1597]",9,"['4955', '14', '532', '109', '3335', '3018', '1171', '330', '1970', '3071', '2050', '1856', '127', '4764', '1379', '1711', '4833', '744', '341', '2903', '4767', '921', '3616', '3043', '4561', '4788', '1611', '3227', '1091', '1597']"
756,7213,[],0,"['4955', '14', '532', '109', '3335', '3018', '1171', '330', '1970', '3071', '2050', '1856', '127', '4764', '1379', '1711', '4833', '744', '341', '2903', '4767', '921', '3616', '3043', '4561', '4788', '1611', '3227', '1091', '1597']"
757,1093,"[4128, 4533, 2086]",3,"['740', '647', '297', '437', '4918', '4665', '2949', '946', '14', '4128', '4245', '4118', '4533', '284', '3335', '4642', '23', '361', '4573', '82', '1263', '731', '4342', '402', '240', '4940', '1659', '1485', '2086', '920']"
757,4096,[14],1,"['740', '647', '297', '437', '4918', '4665', '2949', '946', '14', '4128', '4245', '4118', '4533', '284', '3335', '4642', '23', '361', '4573', '82', '1263', '731', '4342', '402', '240', '4940', '1659', '1485', '2086', '920']"
757,5168,[],0,"['740', '647', '297', '437', '4918', '4665', '2949', '946', '14', '4128', '4245', '4118', '4533', '284', '3335', '4642', '23', '361', '4573', '82', '1263', '731', '4342', '402', '240', '4940', '1659', '1485', '2086', '920']"
758,3497,"[3391, 989, 4394]",3,"['740', '2904', '4128', '2086', '2508', '2', '3355', '3903', '2445', '1970', '744', '2699', '14', '3391', '324', '51', '361', '3472', '505', '4778', '4382', '647', '4457', '989', '880', '23', '4665', '4394', '4091', '1995']"
758,5180,"[2, 3903, 1970, 324, 1995]",5,"['740', '2904', '4128', '2086', '2508', '2', '3355', '3903', '2445', '1970', '744', '2699', '14', '3391', '324', '51', '361', '3472', '505', '4778', '4382', '647', '4457', '989', '880', '23', '4665', '4394', '4091', '1995']"
758,840,"[2904, 2445, 51, 4394]",4,"['740', '2904', '4128', '2086', '2508', '2', '3355', '3903', '2445', '1970', '744', '2699', '14', '3391', '324', '51', '361', '3472', '505', '4778', '4382', '647', '4457', '989', '880', '23', '4665', '4394', '4091', '1995']"
759,7557,[],0,[]
759,6696,[],0,[]
759,6335,[],0,[]
760,1252,[],0,"['1755', '708', '238', '1602', '2608', '2280', '4683', '416', '1443', '4926', '276', '361', '1538', '145', '1667', '882', '157', '240', '4650', '3267', '4131', '4961', '160', '2086', '1636', '4366', '2637', '152', '3338', '2854']"
760,4836,"[361, 152]",2,"['1755', '708', '238', '1602', '2608', '2280', '4683', '416', '1443', '4926', '276', '361', '1538', '145', '1667', '882', '157', '240', '4650', '3267', '4131', '4961', '160', '2086', '1636', '4366', '2637', '152', '3338', '2854']"
760,2148,[],0,"['1755', '708', '238', '1602', '2608', '2280', '4683', '416', '1443', '4926', '276', '361', '1538', '145', '1667', '882', '157', '240', '4650', '3267', '4131', '4961', '160', '2086', '1636', '4366', '2637', '152', '3338', '2854']"
761,7233,"[2996, 1080]",2,"['1984', '2848', '2458', '708', '1343', '1334', '4836', '2280', '3102', '2996', '922', '818', '3409', '1209', '2474', '1611', '1888', '1171', '3324', '2750', '326', '882', '4989', '3479', '973', '827', '1080', '4003', '3125', '3898']"
761,1252,"[1334, 3409]",2,"['1984', '2848', '2458', '708', '1343', '1334', '4836', '2280', '3102', '2996', '922', '818', '3409', '1209', '2474', '1611', '1888', '1171', '3324', '2750', '326', '882', '4989', '3479', '973', '827', '1080', '4003', '3125', '3898']"
761,840,"[1334, 1209, 1611, 326, 3898]",5,"['1984', '2848', '2458', '708', '1343', '1334', '4836', '2280', '3102', '2996', '922', '818', '3409', '1209', '2474', '1611', '1888', '1171', '3324', '2750', '326', '882', '4989', '3479', '973', '827', '1080', '4003', '3125', '3898']"
762,7470,[2663],1,"['1646', '4814', '648', '2848', '4894', '88', '6', '193', '1755', '1605', '4045', '3604', '708', '238', '1711', '3869', '839', '2256', '2280', '2646', '2342', '2663', '2155', '3102', '3189', '1552', '4198', '3685', '4738', '4245']"
762,342,[4198],1,"['1646', '4814', '648', '2848', '4894', '88', '6', '193', '1755', '1605', '4045', '3604', '708', '238', '1711', '3869', '839', '2256', '2280', '2646', '2342', '2663', '2155', '3102', '3189', '1552', '4198', '3685', '4738', '4245']"
762,5168,"[193, 3604]",2,"['1646', '4814', '648', '2848', '4894', '88', '6', '193', '1755', '1605', '4045', '3604', '708', '238', '1711', '3869', '839', '2256', '2280', '2646', '2342', '2663', '2155', '3102', '3189', '1552', '4198', '3685', '4738', '4245']"
763,2148,[],0,"['2848', '125', '3314', '2639', '4005', '4106', '645', '339', '459', '4640', '2436', '3582', '1554', '634', '3859', '323', '831', '2280', '3685', '4756', '2758', '2950', '2833', '4270', '816', '4831', '172', '58', '1611', '647']"
763,7367,"[125, 3314, 2436]",3,"['2848', '125', '3314', '2639', '4005', '4106', '645', '339', '459', '4640', '2436', '3582', '1554', '634', '3859', '323', '831', '2280', '3685', '4756', '2758', '2950', '2833', '4270', '816', '4831', '172', '58', '1611', '647']"
763,1168,[4831],1,"['2848', '125', '3314', '2639', '4005', '4106', '645', '339', '459', '4640', '2436', '3582', '1554', '634', '3859', '323', '831', '2280', '3685', '4756', '2758', '2950', '2833', '4270', '816', '4831', '172', '58', '1611', '647']"
764,7449,"[2958, 1554]",2,"['740', '4270', '3409', '80', '60', '1287', '2890', '4983', '4826', '973', '2958', '2649', '4847', '4290', '2392', '2076', '1554', '1774', '2274', '30', '2422', '3479', '361', '2638', '4169', '840', '532', '4831', '647', '621']"
764,5966,[],0,"['740', '4270', '3409', '80', '60', '1287', '2890', '4983', '4826', '973', '2958', '2649', '4847', '4290', '2392', '2076', '1554', '1774', '2274', '30', '2422', '3479', '361', '2638', '4169', '840', '532', '4831', '647', '621']"
764,1511,"[4826, 2649, 647]",3,"['740', '4270', '3409', '80', '60', '1287', '2890', '4983', '4826', '973', '2958', '2649', '4847', '4290', '2392', '2076', '1554', '1774', '2274', '30', '2422', '3479', '361', '2638', '4169', '840', '532', '4831', '647', '621']"
765,1124,[],0,"['786', '4270', '3335', '72', '1960', '62', '647', '1667', '125', '3068', '4446', '617', '2549', '4720', '389', '2949', '740', '4836', '3084', '2970', '648', '1646', '1632', '505', '2639', '1522', '3102', '58', '112', '1611']"
765,1910,[2949],1,"['786', '4270', '3335', '72', '1960', '62', '647', '1667', '125', '3068', '4446', '617', '2549', '4720', '389', '2949', '740', '4836', '3084', '2970', '648', '1646', '1632', '505', '2639', '1522', '3102', '58', '112', '1611']"
765,3668,[],0,"['786', '4270', '3335', '72', '1960', '62', '647', '1667', '125', '3068', '4446', '617', '2549', '4720', '389', '2949', '740', '4836', '3084', '2970', '648', '1646', '1632', '505', '2639', '1522', '3102', '58', '112', '1611']"
766,298,"[3424, 2359]",2,"['648', '4270', '1854', '2549', '145', '2280', '3793', '2191', '3424', '3602', '1143', '359', '786', '4831', '2683', '4010', '647', '2086', '4091', '1129', '2111', '1519', '4874', '2289', '2523', '708', '3963', '4105', '2798', '2359']"
766,7367,[],0,"['648', '4270', '1854', '2549', '145', '2280', '3793', '2191', '3424', '3602', '1143', '359', '786', '4831', '2683', '4010', '647', '2086', '4091', '1129', '2111', '1519', '4874', '2289', '2523', '708', '3963', '4105', '2798', '2359']"
766,1252,"[2191, 1519, 4874]",3,"['648', '4270', '1854', '2549', '145', '2280', '3793', '2191', '3424', '3602', '1143', '359', '786', '4831', '2683', '4010', '647', '2086', '4091', '1129', '2111', '1519', '4874', '2289', '2523', '708', '3963', '4105', '2798', '2359']"
767,7946,"[983, 1711, 1611]",3,"['3371', '4025', '983', '4091', '37', '4193', '109', '3102', '4827', '361', '3262', '331', '2368', '1711', '3888', '2612', '1611', '1705', '3660', '953', '4124', '2274', '2326', '2756', '2638', '4302', '593', '1732', '4932', '4493']"
767,5648,"[3262, 593]",2,"['3371', '4025', '983', '4091', '37', '4193', '109', '3102', '4827', '361', '3262', '331', '2368', '1711', '3888', '2612', '1611', '1705', '3660', '953', '4124', '2274', '2326', '2756', '2638', '4302', '593', '1732', '4932', '4493']"
767,6696,"[4091, 953]",2,"['3371', '4025', '983', '4091', '37', '4193', '109', '3102', '4827', '361', '3262', '331', '2368', '1711', '3888', '2612', '1611', '1705', '3660', '953', '4124', '2274', '2326', '2756', '2638', '4302', '593', '1732', '4932', '4493']"
768,5319,[],0,"['647', '4782', '2549', '193', '125', '2949', '1711', '181', '1024', '2274', '4793', '276', '395', '3018', '112', '453', '1464', '802', '3602', '3509', '4501', '3928', '3439', '1539', '4366', '4637', '198', '1753', '3903', '2792']"
768,5298,"[802, 3439]",2,"['647', '4782', '2549', '193', '125', '2949', '1711', '181', '1024', '2274', '4793', '276', '395', '3018', '112', '453', '1464', '802', '3602', '3509', '4501', '3928', '3439', '1539', '4366', '4637', '198', '1753', '3903', '2792']"
768,4308,[198],1,"['647', '4782', '2549', '193', '125', '2949', '1711', '181', '1024', '2274', '4793', '276', '395', '3018', '112', '453', '1464', '802', '3602', '3509', '4501', '3928', '3439', '1539', '4366', '4637', '198', '1753', '3903', '2792']"
769,7557,[2051],1,"['2355', '361', '3295', '439', '855', '3351', '708', '3685', '3491', '114', '4680', '2319', '1712', '250', '2051', '647', '811', '4926', '1945', '4637', '4140', '4577', '2120', '1647', '4642', '2830', '416', '18', '2280', '2210']"
769,332,"[3491, 2319, 18]",3,"['2355', '361', '3295', '439', '855', '3351', '708', '3685', '3491', '114', '4680', '2319', '1712', '250', '2051', '647', '811', '4926', '1945', '4637', '4140', '4577', '2120', '1647', '4642', '2830', '416', '18', '2280', '2210']"
769,6654,"[3295, 2319]",2,"['2355', '361', '3295', '439', '855', '3351', '708', '3685', '3491', '114', '4680', '2319', '1712', '250', '2051', '647', '811', '4926', '1945', '4637', '4140', '4577', '2120', '1647', '4642', '2830', '416', '18', '2280', '2210']"
770,1329,"[193, 505]",2,"['647', '983', '1646', '2848', '193', '3732', '484', '9', '4918', '2949', '2280', '1740', '3102', '2274', '3510', '4793', '284', '4642', '276', '803', '2160', '4005', '2474', '3078', '505', '3459', '42', '2610', '4989', '1405']"
770,2683,"[1646, 2160]",2,"['647', '983', '1646', '2848', '193', '3732', '484', '9', '4918', '2949', '2280', '1740', '3102', '2274', '3510', '4793', '284', '4642', '276', '803', '2160', '4005', '2474', '3078', '505', '3459', '42', '2610', '4989', '1405']"
770,590,"[193, 1405]",2,"['647', '983', '1646', '2848', '193', '3732', '484', '9', '4918', '2949', '2280', '1740', '3102', '2274', '3510', '4793', '284', '4642', '276', '803', '2160', '4005', '2474', '3078', '505', '3459', '42', '2610', '4989', '1405']"
771,3184,"[4091, 4954, 4642]",3,"['4783', '740', '4091', '1646', '2549', '4735', '4493', '125', '3676', '2280', '4954', '586', '1740', '4245', '3510', '4793', '4270', '532', '960', '284', '2639', '1404', '4642', '2200', '276', '4005', '4106', '3078', '505', '3459']"
771,1119,"[2549, 4493, 3459]",3,"['4783', '740', '4091', '1646', '2549', '4735', '4493', '125', '3676', '2280', '4954', '586', '1740', '4245', '3510', '4793', '4270', '532', '960', '284', '2639', '1404', '4642', '2200', '276', '4005', '4106', '3078', '505', '3459']"
771,1252,[],0,"['4783', '740', '4091', '1646', '2549', '4735', '4493', '125', '3676', '2280', '4954', '586', '1740', '4245', '3510', '4793', '4270', '532', '960', '284', '2639', '1404', '4642', '2200', '276', '4005', '4106', '3078', '505', '3459']"
772,840,"[1711, 2353, 617, 18, 3685, 3795, 4299]",7,"['2508', '983', '4457', '4501', '2988', '525', '2548', '1711', '4642', '2353', '617', '2055', '18', '3685', '2289', '575', '3594', '484', '3795', '4245', '361', '3888', '2355', '740', '4299', '80', '3900', '565', '4392', '3847']"
772,3440,[],0,"['2508', '983', '4457', '4501', '2988', '525', '2548', '1711', '4642', '2353', '617', '2055', '18', '3685', '2289', '575', '3594', '484', '3795', '4245', '361', '3888', '2355', '740', '4299', '80', '3900', '565', '4392', '3847']"
772,2683,"[2508, 2548, 617, 18, 3795, 80]",6,"['2508', '983', '4457', '4501', '2988', '525', '2548', '1711', '4642', '2353', '617', '2055', '18', '3685', '2289', '575', '3594', '484', '3795', '4245', '361', '3888', '2355', '740', '4299', '80', '3900', '565', '4392', '3847']"
773,4964,[617],1,"['4091', '357', '2549', '3939', '115', '708', '2105', '4836', '181', '2280', '2274', '4096', '4445', '4888', '1535', '276', '4698', '2355', '617', '66', '2150', '4005', '3424', '4036', '4450', '3636', '145', '1611', '945', '62']"
773,4987,"[4698, 617, 3424]",3,"['4091', '357', '2549', '3939', '115', '708', '2105', '4836', '181', '2280', '2274', '4096', '4445', '4888', '1535', '276', '4698', '2355', '617', '66', '2150', '4005', '3424', '4036', '4450', '3636', '145', '1611', '945', '62']"
773,5185,"[3636, 1611]",2,"['4091', '357', '2549', '3939', '115', '708', '2105', '4836', '181', '2280', '2274', '4096', '4445', '4888', '1535', '276', '4698', '2355', '617', '66', '2150', '4005', '3424', '4036', '4450', '3636', '145', '1611', '945', '62']"
774,5915,[],0,"['4091', '4177', '1984', '908', '2036', '2549', '1601', '5', '3217', '3201', '708', '2608', '181', '2280', '2291', '532', '3524', '2996', '2210', '2658', '416', '4480', '1621', '98', '1983', '4573', '27', '3573', '2773', '1074']"
774,63,"[1984, 708, 1621]",3,"['4091', '4177', '1984', '908', '2036', '2549', '1601', '5', '3217', '3201', '708', '2608', '181', '2280', '2291', '532', '3524', '2996', '2210', '2658', '416', '4480', '1621', '98', '1983', '4573', '27', '3573', '2773', '1074']"
774,5966,[2608],1,"['4091', '4177', '1984', '908', '2036', '2549', '1601', '5', '3217', '3201', '708', '2608', '181', '2280', '2291', '532', '3524', '2996', '2210', '2658', '416', '4480', '1621', '98', '1983', '4573', '27', '3573', '2773', '1074']"
775,4308,"[1740, 2125]",2,"['4783', '647', '3594', '1128', '361', '2274', '2', '3459', '1860', '4044', '1740', '3282', '4243', '3118', '708', '245', '27', '2301', '692', '4945', '4270', '3543', '2970', '4683', '2125', '4247', '3084', '85', '4960', '2468']"
775,2509,[4783],1,"['4783', '647', '3594', '1128', '361', '2274', '2', '3459', '1860', '4044', '1740', '3282', '4243', '3118', '708', '245', '27', '2301', '692', '4945', '4270', '3543', '2970', '4683', '2125', '4247', '3084', '85', '4960', '2468']"
775,6324,[4044],1,"['4783', '647', '3594', '1128', '361', '2274', '2', '3459', '1860', '4044', '1740', '3282', '4243', '3118', '708', '245', '27', '2301', '692', '4945', '4270', '3543', '2970', '4683', '2125', '4247', '3084', '85', '4960', '2468']"
776,8021,[3573],1,"['903', '4918', '2274', '1254', '4098', '4960', '4911', '87', '181', '3573', '3930', '1721', '1893', '3237', '3078', '3102', '4940', '2355', '2830', '828', '1725', '815', '532', '3571', '2077', '2780', '4475', '4995', '708', '768']"
776,4836,[1254],1,"['903', '4918', '2274', '1254', '4098', '4960', '4911', '87', '181', '3573', '3930', '1721', '1893', '3237', '3078', '3102', '4940', '2355', '2830', '828', '1725', '815', '532', '3571', '2077', '2780', '4475', '4995', '708', '768']"
776,3217,[903],1,"['903', '4918', '2274', '1254', '4098', '4960', '4911', '87', '181', '3573', '3930', '1721', '1893', '3237', '3078', '3102', '4940', '2355', '2830', '828', '1725', '815', '532', '3571', '2077', '2780', '4475', '4995', '708', '768']"
777,840,"[1646, 1755, 1711, 3397, 2342, 3127]",6,"['1646', '773', '4814', '786', '2549', '4735', '679', '3939', '193', '1755', '1288', '2820', '3810', '9', '708', '1343', '1602', '1711', '4880', '2608', '14', '2280', '3995', '3397', '2342', '3127', '3102', '3510', '1933', '37']"
777,5168,[193],1,"['1646', '773', '4814', '786', '2549', '4735', '679', '3939', '193', '1755', '1288', '2820', '3810', '9', '708', '1343', '1602', '1711', '4880', '2608', '14', '2280', '3995', '3397', '2342', '3127', '3102', '3510', '1933', '37']"
777,2320,[1288],1,"['1646', '773', '4814', '786', '2549', '4735', '679', '3939', '193', '1755', '1288', '2820', '3810', '9', '708', '1343', '1602', '1711', '4880', '2608', '14', '2280', '3995', '3397', '2342', '3127', '3102', '3510', '1933', '37']"
778,5010,"[3259, 2543, 284, 2251]",4,"['1755', '3337', '204', '708', '3259', '647', '2118', '1485', '1205', '80', '866', '1178', '3480', '3483', '388', '4577', '2155', '4475', '645', '2543', '4501', '1913', '284', '45', '193', '1636', '600', '1129', '484', '2251']"
778,6335,"[2118, 866, 1178, 4577, 2155, 1129]",6,"['1755', '3337', '204', '708', '3259', '647', '2118', '1485', '1205', '80', '866', '1178', '3480', '3483', '388', '4577', '2155', '4475', '645', '2543', '4501', '1913', '284', '45', '193', '1636', '600', '1129', '484', '2251']"
778,6906,"[708, 647, 3483, 1913, 193, 2251]",6,"['1755', '3337', '204', '708', '3259', '647', '2118', '1485', '1205', '80', '866', '1178', '3480', '3483', '388', '4577', '2155', '4475', '645', '2543', '4501', '1913', '284', '45', '193', '1636', '600', '1129', '484', '2251']"
779,4863,[3928],1,"['4926', '4270', '2280', '240', '983', '284', '44', '1667', '125', '4836', '2548', '3928', '1698', '112', '1632', '1646', '2903', '3335', '4086', '882', '4573', '2536', '2949', '2547', '109', '1846', '205', '4698', '4284', '4507']"
779,332,"[1846, 205]",2,"['4926', '4270', '2280', '240', '983', '284', '44', '1667', '125', '4836', '2548', '3928', '1698', '112', '1632', '1646', '2903', '3335', '4086', '882', '4573', '2536', '2949', '2547', '109', '1846', '205', '4698', '4284', '4507']"
779,6324,[4507],1,"['4926', '4270', '2280', '240', '983', '284', '44', '1667', '125', '4836', '2548', '3928', '1698', '112', '1632', '1646', '2903', '3335', '4086', '882', '4573', '2536', '2949', '2547', '109', '1846', '205', '4698', '4284', '4507']"
