user,exclude,item list
979,7655,"[1118, 740, 4091, 647, 1984, 908, 1646, 4814, 3263, 1690]"
980,1168,"[3823, 4091, 647, 1646, 1022, 4945, 437, 2549, 2848, 193]"
981,5006,"[4783, 647, 357, 1984, 2756, 1646, 786, 648, 1690, 4735]"
982,5006,"[740, 125, 268, 4005, 4106, 145, 3640, 2821, 1615, 3670]"
983,5010,"[4270, 882, 3885, 1646, 3102, 2355, 2265, 3154, 2902, 4918]"
984,5010,"[647, 2970, 1263, 4757, 2638, 989, 391, 2658, 2342, 1023]"
985,840,[]
986,2499,"[740, 3037, 297, 3238, 4738, 2274, 2988, 4270, 2210, 945]"
987,840,"[193, 708, 1129, 324, 2139, 740, 145, 4382, 4922, 437]"
988,2499,"[4783, 1740, 2274, 3740, 989, 2393, 397, 2442, 4239, 2912]"
989,2499,"[2968, 4844, 1522, 1578, 1353, 4729, 3340, 187, 2828, 1970]"
990,840,"[193, 2820, 1304, 276, 1684, 882, 1809, 3754, 2549, 145]"
991,6906,"[2256, 4270, 4722, 4193, 1934, 4527, 2731, 187, 3695, 1663]"
992,6906,"[1129, 302, 2958, 2342, 4986, 1611, 56, 2075, 2178, 4091]"
993,2499,"[125, 505, 4642, 62, 1835, 855, 634, 2342, 1145, 2280]"
994,840,"[2280, 3510, 2210, 3018, 4106, 2474, 3078, 505, 301, 2694]"
995,2499,"[1357, 4270, 4642, 4352, 4828, 4761, 567, 4568, 882, 1261]"
996,2499,"[3823, 740, 647, 125, 2342, 4270, 3715, 3198, 1443, 109]"
997,2499,"[4128, 397, 3497, 3078, 505, 4086, 2654, 1464, 1952, 2401]"
998,2499,"[297, 2368, 361, 2224, 804, 1893, 2829, 4344, 1994, 1252]"
999,800,"[708, 3102, 284, 2773, 2368, 391, 3895, 4501, 809, 277]"
