user,include,item list
949,5168,"[3282, 4989, 141, 1653, 3820, 922, 193, 3424, 1509, 3826]"
950,7557,"[1879, 2267, 3935, 880, 1287, 3045, 2051, 116, 2756, 1653]"
951,3484,"[1262, 24, 4029, 458, 4074, 1075, 1871, 3934, 940, 1923]"
952,8021,"[3730, 4954, 4096, 2392, 4477, 1150, 1779, 191, 4851, 2102]"
953,1329,"[2912, 704, 840, 2377, 505, 4676, 1224, 4211, 4560, 3612]"
954,1093,"[432, 4533, 215, 636, 1192, 480, 4968, 413, 2050, 3168]"
955,4253,"[4126, 3501, 4652, 1522, 3285, 1020, 1495, 1357, 3393, 4531]"
956,7642,"[4501, 4841, 40, 1020, 4569, 2530, 116, 641, 3783, 1048]"
957,3184,[]
958,4987,"[1270, 2632, 4757, 1728, 617, 2050, 973, 4298, 2188, 4239]"
959,1257,[]
960,800,"[1646, 4738, 98, 4459, 3898, 680, 2549, 462, 2530, 1571]"
961,5648,[]
962,332,"[382, 4879, 789, 3015, 255, 1567, 2336, 2944, 98, 854]"
963,5010,"[1252, 4708, 4005, 3424, 82, 3675, 4025, 1648, 1612, 3450]"
964,7642,"[1782, 4261, 4960, 4778, 40, 2474, 4501, 1554, 4272, 2180]"
965,5915,[]
966,4717,[]
967,63,"[2088, 708, 1175, 4793, 1684, 3024, 4470, 4940, 4149, 3285]"
968,7213,"[2377, 361, 1254, 2442, 3075, 784, 4932, 3802, 157, 2499]"
969,6270,"[1581, 489, 1736, 882, 647, 617, 4134, 2614, 211, 2251]"
970,5185,"[4910, 3335, 3243, 4954, 4877, 2392, 3041, 21, 1929, 4826]"
971,7557,"[2430, 236, 116, 1984, 4869, 1409, 2666, 3274, 3073, 3192]"
972,3502,"[3659, 106, 480, 3808, 4390, 1739, 1722, 4396, 4637, 3152]"
973,7233,"[4560, 4101, 3338, 3424, 634, 3198, 3985, 1089, 4110, 1069]"
974,7655,"[2274, 2874, 2222, 4284, 2384, 4783, 1574, 1564, 3097, 2964]"
975,840,"[3175, 4793, 98, 1580, 3225, 53, 2638, 2136, 2538, 3582]"
976,6654,[]
977,1257,"[2516, 4373, 4325, 2404, 4710, 158, 716, 1748, 2646, 492]"
978,800,"[740, 4091, 2549, 9, 1253, 4738, 3715, 2996, 98, 2530]"
979,2320,"[3732, 1556, 2639, 1667, 3141, 2041, 3768, 1341, 2525, 1069]"
980,1124,"[1690, 4867, 2283, 1142, 3047, 191, 4090, 3774, 4195, 302]"
981,2131,"[3942, 3781, 251, 855, 105, 1324, 2525, 2890, 2251, 570]"
982,5298,"[710, 2632, 114, 1041, 1498, 3472, 3647, 3888, 4393, 1812]"
983,5006,"[1522, 1632, 80, 2912, 3337, 1556, 1341, 2784, 4091, 361]"
984,3217,"[2549, 4762, 4290, 2501, 193, 325, 1578, 2970, 2113, 903]"
985,6335,[]
986,5185,"[266, 3041, 4954, 1494, 4234, 2021, 1980, 4877, 3335, 1709]"
987,7470,"[4665, 4501, 4791, 3655, 4115, 186, 1855, 2874, 2835, 3480]"
988,6335,"[4491, 3189, 4546, 4372, 4043, 543, 1050, 4918, 1732, 1088]"
989,5966,"[3337, 713, 3811, 4956, 3046, 4390, 3810, 4974, 3644, 2162]"
990,1388,"[2666, 4573, 341, 2955, 4366, 2178, 3442, 1824, 1684, 2738]"
991,298,"[3424, 3934, 2430, 4752, 2142, 4005, 4284, 3210, 2146, 4927]"
992,5695,"[4943, 2178, 3910, 3813, 1561, 2076, 3285, 2847, 3290, 2255]"
993,5185,"[1611, 4826, 3041, 4877, 1348, 1725, 3335, 4234, 1089, 716]"
994,3203,"[4533, 3102, 3262, 1431, 1960, 3198, 2736, 1028, 4270, 2903]"
995,2856,"[2773, 4433, 634, 2811, 4691, 1276, 4626, 1857, 3810, 1698]"
996,5006,"[193, 3102, 4738, 3900, 266, 361, 1074, 1196, 4986, 4593]"
997,4717,"[4961, 3611, 4573, 4149, 4789, 854, 2801, 907, 3459, 3625]"
998,63,"[1984, 708, 3364, 40, 3965, 562, 2401, 3242, 925, 1116]"
999,342,"[3019, 2821, 554, 192, 2119, 2610, 2833, 4570, 255, 2721]"
