user,hist,target,item list
526,4446,"[482.823, 29.0, 55.44, 19.0, 53.0, 44.55, 17.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
527,1646,"[542.2, 39.6, 232.0, 3.96, 4.95, 45.0, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
528,4446,"[2864.5, 342.0, 170.28, 293.04, 163.35, 297.99, 47.519999999999996]","[2, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
529,1646,"[993.0689999999998, 58.41, 217.8, 21.78, 146.0, 56.0, 27.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
530,1128,"[639.3, 44.55, 45.54, 17.0, 34.0, 32.67, 23.759999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
531,740,"[741.9, 27.0, 238.0, 24.0, 22.77, 42.0, 44.55]","[3282, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
532,4642,"[960.993, 94.05, 12.87, 42.57, 90.09, 179.0, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
533,4446,"[240.669, 12.87, 40.589999999999996, 16.0, 10.89, 23.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
534,4267,"[1115.73, 94.0, 11.879999999999999, 72.0, 92.0, 161.37, 33.66]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
535,3397,"[339.4, 34.0, 29.7, 7.92, 9.9, 68.0, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
536,647,"[3601.2239999999997, 486.0, 330.0, 44.0, 199.98, 154.44, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
537,647,"[3722.3, 472.23, 448.46999999999997, 23.759999999999998, 136.62, 146.52, 55.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
538,740,"[772.4, 33.0, 236.0, 29.7, 30.69, 55.0, 42.57]","[268, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
539,4814,"[2439.261, 196.0, 371.25, 61.0, 68.0, 164.34, 100.98]","[2795, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
540,2639,"[409.959, 30.0, 26.73, 29.7, 17.0, 13.0, 16.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
541,4778,"[618.2, 19.0, 60.39, 51.0, 76.23, 7.0, 29.7]","[3942, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
542,740,"[859.4189999999999, 38.0, 243.0, 31.0, 61.38, 50.49, 42.57]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
543,908,"[401.94, 22.0, 22.0, 51.48, 90.0, 18.0, 4.95]","[4091, 1118, 0, 4446, 1, 3823, 4783, 1906, 4177, 3300]"
544,2756,"[1144.3000000000002, 77.22, 165.0, 18.81, 34.65, 110.0, 51.48]","[1113, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
545,2342,"[406.1, 15.84, 108.9, 36.63, 41.0, 17.82, 17.82]","[1711, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
546,740,"[549.1, 15.0, 249.48, 21.78, 14.0, 17.0, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
547,2949,"[531.4319999999999, 29.0, 155.0, 18.81, 21.0, 44.0, 25.74]","[3594, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
548,3335,"[534.8969999999999, 47.0, 21.78, 26.0, 29.0, 87.12, 17.0]","[4005, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
549,740,"[596.0790000000001, 13.86, 226.0, 30.0, 27.72, 7.92, 38.61]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
550,647,"[3449.5, 476.19, 320.76, 45.0, 145.0, 150.0, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
551,1306,"[741.9060000000001, 49.0, 150.0, 50.0, 51.48, 77.0, 28.71]","[3389, 1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177]"
552,2949,"[583.9019999999999, 26.0, 102.96, 30.0, 24.0, 41.0, 30.69]","[1118, 0, 4446, 1, 4783, 740, 1906, 4177, 3300, 812]"
554,4177,"[292.4, 16.83, 57.42, 40.0, 18.0, 24.75, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
555,708,"[405.20000000000005, 9.0, 33.0, 17.0, 23.759999999999998, 6.93, 23.759999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
556,2274,"[642.7080000000001, 39.0, 256.41, 99.0, 19.0, 21.78, 25.0]","[2667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
557,2280,"[274.1, 7.92, 157.0, 29.0, 8.0, 2.9699999999999998, 17.0]","[2639, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
558,2549,"[1437.0, 79.0, 453.42, 161.37, 196.0, 79.0, 46.53]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
559,3164,"[558.2, 77.22, 13.86, 13.0, 9.0, 157.0, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
560,4177,"[463.51800000000003, 21.78, 191.07, 25.74, 21.78, 34.0, 26.0]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
561,4446,"[490.90000000000003, 0.0, 448.0, 8.0, 3.96, 0.0, 40.589999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
562,2342,"[1089.099, 75.24, 66.0, 64.35, 68.31, 70.0, 42.0]","[660, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
563,4642,"[1122.5610000000001, 105.92999999999999, 7.0, 46.53, 132.66, 184.0, 20.0]","[4881, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
564,4446,"[785.9, 51.48, 86.13, 64.35, 73.0, 77.0, 25.74]","[3300, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
565,648,"[1047.222, 86.13, 21.0, 37.62, 162.35999999999999, 93.0, 16.0]","[2349, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
566,4091,"[737.748, 29.0, 39.6, 72.27, 112.86, 20.0, 25.74]","[240, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
567,2619,"[505.7, 39.6, 29.0, 22.0, 16.83, 30.69, 17.82]","[2968, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
568,3676,"[795.4, 55.0, 80.0, 41.0, 168.0, 58.41, 8.91]","[4098, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
569,4177,"[602.1, 34.0, 215.0, 27.72, 16.83, 60.39, 33.0]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
570,986,"[499.55400000000003, 42.0, 34.65, 38.61, 40.0, 63.0, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
571,125,"[2639.8, 191.07, 1101.0, 63.0, 87.12, 110.88, 119.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
572,740,"[687.357, 8.91, 364.0, 17.82, 12.87, 5.9399999999999995, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
573,647,"[3496.9, 477.18, 364.0, 24.0, 142.0, 148.5, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
574,4446,"[408.5, 19.8, 59.4, 52.0, 87.12, 13.86, 7.92]","[4091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
575,4783,"[351.54900000000004, 3.0, 32.0, 51.48, 25.74, 1.98, 21.78]","[3342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
576,3300,"[1002.4000000000001, 75.0, 67.0, 66.33, 120.78, 95.0, 23.759999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
577,2245,"[217.602, 12.0, 56.43, 6.93, 13.86, 20.0, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
578,4091,"[426.98699999999997, 33.0, 28.0, 46.0, 86.0, 19.8, 4.0]","[4932, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
579,4446,"[217.60000000000002, 1.0, 115.83, 84.0, 18.0, 0.0, 16.0]","[3018, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
580,4177,"[447.381, 37.62, 72.0, 95.0, 21.78, 33.66, 18.81]","[1224, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
581,4177,"[509.1, 39.6, 41.0, 72.27, 27.72, 38.0, 22.77]","[4131, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
582,125,"[2891.988, 208.0, 1104.84, 38.61, 93.0, 175.23, 134.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
583,647,"[3881.6, 510.0, 511.0, 37.0, 146.52, 164.34, 66.33]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
584,4171,"[921.4000000000001, 64.35, 13.0, 40.0, 123.0, 56.43, 19.0]","[4941, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
585,125,"[2392.137, 176.22, 1093.95, 40.589999999999996, 88.11, 101.0, 111.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
586,1984,"[883.8720000000001, 47.519999999999996, 82.0, 81.0, 48.0, 72.0, 39.6]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
587,145,"[642.2, 54.45, 29.7, 76.23, 66.33, 56.43, 13.86]","[1679, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
588,4177,"[941.5, 66.33, 81.0, 83.0, 80.19, 99.99, 32.0]","[3300, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
589,767,"[253.4, 11.879999999999999, 106.0, 2.0, 5.9399999999999995, 23.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
590,361,"[399.16800000000006, 46.53, 36.63, 14.85, 33.0, 49.0, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
591,125,"[2503.908, 173.0, 1253.34, 36.0, 70.29, 128.7, 121.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
592,1646,"[488.6, 20.0, 196.02, 63.36, 38.0, 36.63, 23.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
593,193,"[873.0810000000001, 95.0, 11.879999999999999, 69.3, 131.67, 105.0, 2.0]","[1611, 1118, 0, 4446, 1, 4783, 740, 1906, 4091, 4177]"
594,3337,"[3644.1, 496.98, 325.71, 35.64, 148.5, 159.0, 50.49]","[647, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
595,145,"[1522.4220000000003, 118.0, 287.1, 47.0, 109.0, 91.08, 57.0]","[3312, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
596,740,"[832.3, 47.0, 228.69, 30.0, 35.0, 27.72, 40.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
597,3300,"[1170.378, 100.0, 86.0, 81.17999999999999, 94.0, 119.78999999999999, 32.67]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
598,4954,"[891.5999999999999, 98.0, 56.0, 18.0, 94.0, 126.72, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
599,165,"[688.4000000000001, 45.54, 50.0, 68.31, 80.0, 41.58, 20.0]","[1306, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
600,205,"[701.9000000000001, 48.51, 36.63, 37.0, 41.0, 74.0, 28.0]","[4005, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
601,3102,"[1778.0, 164.0, 49.0, 157.41, 165.33, 175.23, 35.64]","[4945, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
603,647,"[3499.3, 483.0, 333.63, 26.0, 148.5, 152.46, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
604,361,"[646.5, 55.0, 29.0, 55.0, 53.0, 52.47, 18.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
605,437,"[728.8380000000001, 71.0, 35.64, 31.68, 42.57, 131.67, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
606,740,"[720.5219999999999, 23.0, 237.6, 68.0, 56.43, 21.78, 40.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
607,986,"[606.2, 57.0, 12.87, 38.61, 59.0, 83.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
608,4783,"[358.083, 13.0, 107.91, 24.75, 24.75, 26.0, 18.0]","[4894, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
609,4446,"[464.2, 39.0, 48.51, 38.61, 27.0, 62.0, 14.85]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
610,284,"[425.8, 33.66, 153.45, 8.0, 26.0, 38.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
611,532,"[468.4, 28.0, 32.67, 53.0, 29.0, 46.0, 19.8]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
612,3043,"[446.58899999999994, 23.0, 66.33, 49.0, 17.82, 38.0, 23.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
613,908,"[183.744, 6.93, 33.66, 20.79, 17.0, 12.87, 7.92]","[1705, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
614,4783,"[1538.3999999999999, 211.85999999999999, 16.0, 46.0, 29.7, 69.3, 19.0]","[221, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
615,983,"[961.3889999999999, 118.8, 27.0, 58.0, 82.17, 97.0, 8.0]","[4382, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
617,453,"[973.0, 117.81, 64.35, 397.0, 28.71, 53.0, 19.0]","[1270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
618,125,"[2745.567, 175.23, 1343.43, 119.0, 133.0, 102.96, 129.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
619,647,"[3808.5299999999997, 490.05, 611.82, 159.0, 149.0, 152.0, 73.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
620,983,"[1127.3129999999999, 137.60999999999999, 83.16, 89.1, 74.25, 172.26, 17.0]","[4545, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
621,3823,"[566.0, 37.62, 182.16, 48.51, 52.47, 62.37, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
622,4091,"[664.2, 50.49, 33.0, 50.49, 144.54, 37.62, 2.9699999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
623,4783,"[610.5, 8.91, 239.0, 36.63, 22.0, 5.9399999999999995, 42.0]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
624,908,"[498.40000000000003, 33.0, 8.91, 36.63, 20.79, 66.33, 20.79]","[2454, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
625,4177,"[398.772, 34.65, 41.0, 54.45, 30.0, 69.0, 13.0]","[4270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
626,647,"[3755.2, 473.21999999999997, 590.0, 95.0, 140.58, 148.0, 71.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
627,4783,"[321.45300000000003, 7.92, 30.69, 25.0, 17.0, 6.0, 19.0]","[708, 1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177]"
628,4177,"[473.022, 31.68, 174.0, 25.74, 12.87, 58.41, 24.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
629,647,"[4208.49, 485.1, 355.41, 56.43, 186.12, 152.46, 97.02]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
630,4091,"[629.2439999999999, 47.519999999999996, 41.58, 53.46, 128.0, 37.62, 7.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
631,740,"[3853.2, 481.14, 539.55, 42.0, 151.0, 152.46, 76.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
632,3428,"[705.4000000000001, 71.0, 68.31, 19.8, 87.12, 90.09, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
633,908,"[236.51099999999997, 17.0, 38.61, 16.0, 18.0, 34.65, 6.93]","[4930, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
634,4642,"[1042.8, 90.0, 11.0, 65.34, 70.0, 159.0, 31.0]","[2755, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
635,740,"[1141.0, 40.589999999999996, 587.07, 23.759999999999998, 22.0, 69.3, 72.27]","[4798, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
636,4177,"[685.674, 23.759999999999998, 254.43, 41.58, 25.0, 30.0, 43.56]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
637,4793,"[489.159, 31.0, 40.0, 48.0, 28.71, 47.0, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
638,42,"[1384.218, 87.12, 310.86, 21.0, 61.0, 201.0, 68.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
639,2549,"[569.3, 31.68, 302.94, 142.56, 17.82, 10.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
640,4783,"[800.9000000000001, 70.29, 19.0, 51.48, 108.9, 65.34, 11.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
641,145,"[794.4, 58.41, 37.0, 79.2, 108.9, 93.06, 18.0]","[567, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
642,2549,"[909.7, 39.6, 332.64, 169.0, 56.43, 42.0, 47.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
643,3335,"[615.4830000000001, 37.0, 13.0, 43.56, 75.0, 63.36, 19.0]","[2101, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
644,437,"[1542.1229999999998, 155.0, 66.0, 55.44, 162.35999999999999, 213.84, 20.79]","[548, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
645,647,"[3776.4539999999997, 492.03, 438.0, 32.67, 185.13, 164.0, 60.39]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
646,4446,"[293.436, 24.0, 39.6, 23.0, 27.0, 25.74, 8.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
647,3198,"[3661.1189999999997, 491.0, 337.59, 50.49, 182.16, 168.0, 54.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
648,4091,"[1065.7, 46.0, 72.0, 87.12, 139.0, 30.0, 42.0]","[3424, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
649,866,"[258.885, 18.0, 46.0, 40.0, 34.65, 13.0, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
650,4945,"[1091.772, 63.0, 53.46, 67.32, 86.13, 49.5, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
651,4446,"[2923.7000000000003, 88.0, 132.0, 104.0, 145.53, 45.0, 175.0]","[2220, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
652,3732,"[1935.252, 240.0, 3.96, 18.0, 249.48, 182.16, 0.0]","[3732, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
653,240,"[1742.697, 104.0, 526.0, 69.3, 55.44, 190.07999999999998, 87.12]","[2614, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
654,2220,"[2999.6, 87.12, 236.60999999999999, 97.02, 141.57, 44.55, 180.18]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
655,3676,"[801.8, 57.0, 19.8, 39.0, 111.87, 75.24, 18.81]","[4005, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
657,740,"[694.3, 8.91, 364.0, 17.82, 12.87, 6.0, 43.56]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
658,740,"[2593.5029999999997, 163.0, 1294.92, 49.5, 78.21, 99.0, 132.66]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
659,1646,"[2272.7999999999997, 159.0, 721.71, 101.97, 75.0, 138.0, 104.0]","[2478, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
661,3939,"[530.7, 47.519999999999996, 171.0, 15.84, 18.0, 70.29, 18.0]","[1041, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
662,4177,"[580.4369999999999, 40.589999999999996, 46.53, 30.69, 25.74, 74.0, 25.74]","[4683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
663,4493,"[2539.746, 352.44, 1.98, 42.57, 79.0, 171.27, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
664,1244,"[3424.9049999999997, 271.26, 281.16, 351.0, 211.85999999999999, 357.39, 119.0]","[2210, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
665,1023,"[416.493, 36.63, 25.0, 20.79, 72.27, 52.0, 2.9699999999999998]","[2004, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
666,276,"[4387.6, 338.58, 818.73, 162.0, 152.0, 638.0, 177.21]","[2265, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
667,4791,"[786.654, 66.0, 138.0, 21.0, 53.0, 84.15, 25.0]","[2392, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
668,4581,"[572.9129999999999, 26.0, 257.0, 17.82, 66.33, 26.0, 23.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
669,4814,"[738.738, 82.0, 46.53, 30.69, 51.0, 81.17999999999999, 14.0]","[284, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
670,740,"[899.4, 58.41, 306.0, 25.0, 20.0, 98.0, 43.0]","[741, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
671,648,"[639.0, 72.0, 14.85, 19.0, 43.56, 67.0, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
672,647,"[3612.6, 495.99, 318.78, 40.589999999999996, 159.39, 174.0, 45.54]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
673,4446,"[300.366, 22.0, 58.41, 19.0, 27.0, 24.75, 8.91]","[88, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
674,1118,"[385.506, 9.9, 73.0, 24.75, 36.63, 9.0, 20.79]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
675,2377,"[463.419, 36.0, 18.81, 17.82, 59.0, 47.0, 9.9]","[4907, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
676,740,"[3814.6679999999997, 486.0, 539.55, 41.58, 151.0, 152.46, 75.24]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
677,3107,"[3081.7999999999997, 310.86, 201.0, 119.0, 347.49, 325.71, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
678,740,"[826.9, 27.72, 408.0, 22.0, 18.0, 42.57, 52.47]","[1646, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
679,3424,"[1456.29, 52.0, 100.0, 83.16, 108.9, 32.0, 80.0]","[3424, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
680,647,"[3747.8, 510.0, 327.69, 29.7, 196.0, 166.32, 48.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
681,4091,"[643.3019999999999, 36.0, 53.0, 77.0, 106.0, 25.0, 15.84]","[163, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
682,986,"[835.0, 44.0, 224.0, 49.0, 98.0, 64.35, 29.7]","[4581, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
684,740,"[1163.349, 95.03999999999999, 229.68, 54.0, 99.0, 71.28, 34.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
685,240,"[594.6, 24.75, 44.55, 42.57, 40.0, 22.77, 30.0]","[3210, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
686,1984,"[779.7, 61.0, 71.0, 74.0, 39.6, 109.0, 25.74]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
687,125,"[2943.0, 230.67, 1076.1299999999999, 63.36, 122.0, 244.53, 118.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
688,4177,"[653.2, 59.4, 35.64, 41.58, 53.46, 78.21, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
689,4446,"[554.202, 62.0, 37.62, 37.62, 57.42, 86.13, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
690,4783,"[831.7, 4.0, 135.63, 113.0, 71.0, 3.0, 55.44]","[1660, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
691,647,"[4430.052000000001, 570.24, 457.38, 90.0, 271.26, 258.39, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
692,4091,"[969.507, 90.09, 26.73, 78.21, 183.15, 79.2, 3.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
693,4177,"[328.779, 24.75, 44.0, 25.0, 13.86, 41.0, 14.0]","[0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177, 3300]"
696,3048,"[833.4, 49.5, 35.64, 35.0, 61.0, 56.43, 35.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
697,357,"[564.795, 49.5, 17.0, 23.759999999999998, 37.0, 76.0, 16.0]","[4683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
698,1984,"[1243.836, 76.0, 132.0, 136.62, 72.0, 122.0, 52.0]","[1984, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
699,3459,"[561.1, 49.0, 98.0, 26.0, 50.49, 95.03999999999999, 12.87]","[4894, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
700,2274,"[814.2, 34.65, 153.45, 29.0, 92.0, 18.0, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
