user,history,target,item list,len,without constraint
811,125,"[3169.683, 229.0, 1100.0, 70.0, 170.28, 213.84, 133.0]",[3685],1,"['648', '125', '3685', '403', '4642', '1821', '617', '80', '3459', '2368', '4034', '3312', '3352', '4064', '453', '647', '4342', '1753', '3431', '4830', '4986', '1607', '428', '3995', '284', '2101', '3409', '3594', '1374', '483']"
811,3685,"[1140.48, 77.22, 106.0, 37.62, 104.94, 128.7, 37.62]",[],0,"['648', '125', '3685', '403', '4642', '1821', '617', '80', '3459', '2368', '4034', '3312', '3352', '4064', '453', '647', '4342', '1753', '3431', '4830', '4986', '1607', '428', '3995', '284', '2101', '3409', '3594', '1374', '483']"
812,740,"[525.987, 8.91, 295.0, 17.82, 12.87, 6.0, 38.0]",[],0,"['740', '4177', '1646', '4814', '1022', '648', '2549', '193', '3732', '125', '1334', '1519', '2280', '4382', '2488', '2274', '3510', '4270', '532', '960', '3224', '772', '284', '3335', '3314', '2639', '4642', '276', '923', '4506']"
812,4177,"[515.2, 31.68, 44.55, 40.0, 50.49, 41.0, 19.0]",[960],1,"['740', '4177', '1646', '4814', '1022', '648', '2549', '193', '3732', '125', '1334', '1519', '2280', '4382', '2488', '2274', '3510', '4270', '532', '960', '3224', '772', '284', '3335', '3314', '2639', '4642', '276', '923', '4506']"
812,1646,"[1007.127, 89.1, 188.0, 36.63, 106.0, 101.97, 21.78]",[],0,"['740', '4177', '1646', '4814', '1022', '648', '2549', '193', '3732', '125', '1334', '1519', '2280', '4382', '2488', '2274', '3510', '4270', '532', '960', '3224', '772', '284', '3335', '3314', '2639', '4642', '276', '923', '4506']"
813,1753,"[568.161, 52.47, 41.58, 35.0, 54.0, 68.31, 11.879999999999999]",[],0,"['1753', '3497', '109', '3637', '4640', '1601', '1854', '4748', '3538', '453', '4194', '145', '3335', '2280', '4826', '276', '1474', '3565', '740', '891', '4738', '1445', '3763', '1406', '112', '3700', '3421', '1646', '158', '4382']"
813,3497,"[364.518, 14.0, 25.74, 11.879999999999999, 21.0, 11.0, 19.8]",[3565],1,"['1753', '3497', '109', '3637', '4640', '1601', '1854', '4748', '3538', '453', '4194', '145', '3335', '2280', '4826', '276', '1474', '3565', '740', '891', '4738', '1445', '3763', '1406', '112', '3700', '3421', '1646', '158', '4382']"
813,109,"[194.634, 9.0, 27.0, 16.0, 8.0, 6.0, 9.0]",[453],1,"['1753', '3497', '109', '3637', '4640', '1601', '1854', '4748', '3538', '453', '4194', '145', '3335', '2280', '4826', '276', '1474', '3565', '740', '891', '4738', '1445', '3763', '1406', '112', '3700', '3421', '1646', '158', '4382']"
814,56,"[828.8000000000001, 60.0, 56.43, 81.17999999999999, 120.78, 68.31, 19.8]",[2499],1,"['56', '45', '3510', '2207', '786', '1145', '4248', '2280', '3282', '3335', '1722', '1096', '2355', '1494', '1774', '4955', '2799', '3715', '1457', '4771', '4475', '484', '240', '348', '191', '4392', '2499', '1578', '989', '565']"
814,45,"[706.7, 68.0, 46.0, 20.79, 59.4, 81.0, 14.0]",[1722],1,"['56', '45', '3510', '2207', '786', '1145', '4248', '2280', '3282', '3335', '1722', '1096', '2355', '1494', '1774', '4955', '2799', '3715', '1457', '4771', '4475', '484', '240', '348', '191', '4392', '2499', '1578', '989', '565']"
814,3510,"[437.0, 21.78, 19.0, 9.0, 40.0, 14.0, 18.0]",[1774],1,"['56', '45', '3510', '2207', '786', '1145', '4248', '2280', '3282', '3335', '1722', '1096', '2355', '1494', '1774', '4955', '2799', '3715', '1457', '4771', '4475', '484', '240', '348', '191', '4392', '2499', '1578', '989', '565']"
815,532,"[959.211, 95.0, 2.0, 45.0, 114.0, 181.0, 10.0]",[2773],1,"['532', '4960', '1287', '744', '647', '4171', '2782', '1178', '218', '2274', '4005', '361', '2848', '4783', '2491', '3295', '2799', '3424', '4798', '1134', '2355', '2551', '437', '882', '2949', '2773', '3210', '3995', '3892', '1751']"
815,4960,"[843.183, 92.0, 38.0, 91.0, 63.0, 94.0, 17.82]",[1134],1,"['532', '4960', '1287', '744', '647', '4171', '2782', '1178', '218', '2274', '4005', '361', '2848', '4783', '2491', '3295', '2799', '3424', '4798', '1134', '2355', '2551', '437', '882', '2949', '2773', '3210', '3995', '3892', '1751']"
815,1287,"[349.17300000000006, 13.0, 14.85, 34.0, 25.0, 6.93, 17.82]",[],0,"['532', '4960', '1287', '744', '647', '4171', '2782', '1178', '218', '2274', '4005', '361', '2848', '4783', '2491', '3295', '2799', '3424', '4798', '1134', '2355', '2551', '437', '882', '2949', '2773', '3210', '3995', '3892', '1751']"
816,4113,"[332.0, 36.0, 25.74, 32.67, 23.0, 62.37, 4.95]",[],0,"['4113', '4270', '2639', '2996', '4533', '125', '4960', '4349', '648', '1244', '361', '4751', '182', '2773', '2874', '3164', '1674', '1304', '1254', '2468', '3594', '2274', '4735', '268', '4783', '4642', '3232', '4843', '1224', '3459']"
816,4270,"[320.70000000000005, 19.8, 23.0, 50.0, 26.73, 45.0, 11.0]",[],0,"['4113', '4270', '2639', '2996', '4533', '125', '4960', '4349', '648', '1244', '361', '4751', '182', '2773', '2874', '3164', '1674', '1304', '1254', '2468', '3594', '2274', '4735', '268', '4783', '4642', '3232', '4843', '1224', '3459']"
816,2639,"[351.945, 8.0, 151.0, 28.71, 7.92, 3.0, 15.84]",[],0,"['4113', '4270', '2639', '2996', '4533', '125', '4960', '4349', '648', '1244', '361', '4751', '182', '2773', '2874', '3164', '1674', '1304', '1254', '2468', '3594', '2274', '4735', '268', '4783', '4642', '3232', '4843', '1224', '3459']"
818,4091,"[968.8, 82.0, 216.0, 51.0, 108.0, 139.0, 22.0]",[4245],1,"['4091', '2549', '1601', '3732', '4372', '4245', '2988', '4270', '532', '960', '4683', '284', '2355', '956', '2950', '2852', '80', '4005', '2773', '2506', '145', '4767', '3089', '2368', '1921', '62', '209', '85', '3307', '1522']"
818,2549,"[768.2, 32.0, 325.71, 137.60999999999999, 96.03, 15.0, 33.0]",[],0,"['4091', '2549', '1601', '3732', '4372', '4245', '2988', '4270', '532', '960', '4683', '284', '2355', '956', '2950', '2852', '80', '4005', '2773', '2506', '145', '4767', '3089', '2368', '1921', '62', '209', '85', '3307', '1522']"
818,1601,"[1949.31, 122.0, 316.8, 55.44, 366.3, 150.0, 35.64]",[1601],1,"['4091', '2549', '1601', '3732', '4372', '4245', '2988', '4270', '532', '960', '4683', '284', '2355', '956', '2950', '2852', '80', '4005', '2773', '2506', '145', '4767', '3089', '2368', '1921', '62', '209', '85', '3307', '1522']"
819,2194,"[603.207, 23.759999999999998, 221.0, 28.0, 63.0, 14.85, 26.73]",[4693],1,"['2194', '4446', '33', '874', '4194', '72', '263', '4847', '1184', '4642', '4493', '2509', '708', '4693', '1602', '4601', '4094', '1150', '1492', '296', '2063', '3372', '2848', '3408', '2636', '4786', '2639', '508', '4111', '1460']"
819,4446,"[230.89999999999998, 5.9399999999999995, 39.0, 43.56, 40.0, 10.0, 9.0]",[33],1,"['2194', '4446', '33', '874', '4194', '72', '263', '4847', '1184', '4642', '4493', '2509', '708', '4693', '1602', '4601', '4094', '1150', '1492', '296', '2063', '3372', '2848', '3408', '2636', '4786', '2639', '508', '4111', '1460']"
819,33,"[705.5, 68.0, 29.7, 99.0, 72.0, 86.13, 12.0]",[508],1,"['2194', '4446', '33', '874', '4194', '72', '263', '4847', '1184', '4642', '4493', '2509', '708', '4693', '1602', '4601', '4094', '1150', '1492', '296', '2063', '3372', '2848', '3408', '2636', '4786', '2639', '508', '4111', '1460']"
820,647,"[3677.652, 511.83, 341.0, 38.61, 164.34, 192.06, 45.54]",[],0,"['647', '983', '1646', '193', '3732', '3704', '484', '125', '2949', '3885', '2377', '2280', '3102', '3189', '2274', '532', '3335', '4039', '1404', '268', '361', '3078', '4798', '42', '610', '3089', '1667', '4876', '4989', '4469']"
820,983,"[807.0479999999999, 98.01, 113.0, 31.0, 29.7, 85.14, 15.0]",[],0,"['647', '983', '1646', '193', '3732', '3704', '484', '125', '2949', '3885', '2377', '2280', '3102', '3189', '2274', '532', '3335', '4039', '1404', '268', '361', '3078', '4798', '42', '610', '3089', '1667', '4876', '4989', '4469']"
820,1646,"[681.9, 43.0, 194.0, 16.0, 22.77, 86.0, 32.0]",[268],1,"['647', '983', '1646', '193', '3732', '3704', '484', '125', '2949', '3885', '2377', '2280', '3102', '3189', '2274', '532', '3335', '4039', '1404', '268', '361', '3078', '4798', '42', '610', '3089', '1667', '4876', '4989', '4469']"
821,4573,"[2351.4, 181.17, 1259.0, 28.71, 35.64, 362.34, 111.0]",[],0,"['4573', '4642', '2523', '617', '660', '698', '3805', '4501', '4342', '145', '4894', '2354', '3888', '1479', '812', '2750', '1690', '1485', '21', '2139', '200', '1190', '2577', '3209', '708', '983', '301', '4830', '4652', '324']"
821,4642,"[2894.265, 246.51, 1168.0, 55.0, 76.0, 494.0, 121.0]",[4573],1,"['4573', '4642', '2523', '617', '660', '698', '3805', '4501', '4342', '145', '4894', '2354', '3888', '1479', '812', '2750', '1690', '1485', '21', '2139', '200', '1190', '2577', '3209', '708', '983', '301', '4830', '4652', '324']"
821,2523,"[916.5, 79.2, 32.67, 41.0, 98.01, 73.26, 18.0]",[1190],1,"['4573', '4642', '2523', '617', '660', '698', '3805', '4501', '4342', '145', '4894', '2354', '3888', '1479', '812', '2750', '1690', '1485', '21', '2139', '200', '1190', '2577', '3209', '708', '983', '301', '4830', '4652', '324']"
822,740,"[1579.2, 166.32, 236.0, 24.0, 78.0, 236.60999999999999, 34.65]",[],0,"['740', '2549', '4880', '4382', '4128', '2342', '4270', '284', '2639', '66', '4005', '4106', '2470', '1517', '3652', '145', '4098', '505', '3459', '2536', '1732', '3537', '2248', '932', '138', '2520', '2135', '3221', '853', '2271']"
822,2549,"[853.281, 47.0, 316.0, 146.52, 59.4, 49.0, 39.6]",[],0,"['740', '2549', '4880', '4382', '4128', '2342', '4270', '284', '2639', '66', '4005', '4106', '2470', '1517', '3652', '145', '4098', '505', '3459', '2536', '1732', '3537', '2248', '932', '138', '2520', '2135', '3221', '853', '2271']"
822,4880,"[584.595, 42.57, 49.0, 10.0, 73.26, 23.0, 16.0]",[1732],1,"['740', '2549', '4880', '4382', '4128', '2342', '4270', '284', '2639', '66', '4005', '4106', '2470', '1517', '3652', '145', '4098', '505', '3459', '2536', '1732', '3537', '2248', '932', '138', '2520', '2135', '3221', '853', '2271']"
823,4245,"[1458.8639999999998, 174.24, 247.0, 394.0, 48.0, 171.27, 32.0]",[1270],1,"['4245', '145', '1178', '617', '2210', '2274', '2355', '258', '3142', '3386', '3802', '1270', '1984', '3164', '3783', '3885', '320', '4445', '1651', '3102', '465', '181', '882', '4642', '767', '4989', '1611', '4069', '309', '3732']"
823,145,"[1037.52, 91.0, 209.88, 18.0, 73.0, 168.3, 31.0]",[4245],1,"['4245', '145', '1178', '617', '2210', '2274', '2355', '258', '3142', '3386', '3802', '1270', '1984', '3164', '3783', '3885', '320', '4445', '1651', '3102', '465', '181', '882', '4642', '767', '4989', '1611', '4069', '309', '3732']"
823,1178,"[959.112, 47.0, 18.0, 99.0, 153.0, 28.0, 28.71]",[3885],1,"['4245', '145', '1178', '617', '2210', '2274', '2355', '258', '3142', '3386', '3802', '1270', '1984', '3164', '3783', '3885', '320', '4445', '1651', '3102', '465', '181', '882', '4642', '767', '4989', '1611', '4069', '309', '3732']"
824,1118,"[581.625, 21.0, 75.24, 68.0, 71.0, 20.0, 27.0]",[1197],1,"['1118', '4446', '4783', '740', '4091', '4177', '3300', '2', '647', '1653', '357', '1984', '903', '3551', '983', '4814', '1197', '767', '866', '3488', '1089', '2218', '786', '648', '1690', '4945', '2549', '2848', '4735', '679']"
824,4446,"[624.2939999999999, 75.24, 56.0, 30.69, 28.0, 46.0, 12.0]",[983],1,"['1118', '4446', '4783', '740', '4091', '4177', '3300', '2', '647', '1653', '357', '1984', '903', '3551', '983', '4814', '1197', '767', '866', '3488', '1089', '2218', '786', '648', '1690', '4945', '2549', '2848', '4735', '679']"
824,4783,"[354.61800000000005, 0.0, 212.85, 18.81, 10.0, 0.0, 27.72]",[],0,"['1118', '4446', '4783', '740', '4091', '4177', '3300', '2', '647', '1653', '357', '1984', '903', '3551', '983', '4814', '1197', '767', '866', '3488', '1089', '2218', '786', '648', '1690', '4945', '2549', '2848', '4735', '679']"
825,647,"[4215.8, 560.0, 338.58, 29.0, 270.0, 214.0, 48.51]",[],0,"['647', '3198', '361', '2021', '2468', '3322', '4876', '2903', '3243', '807', '4683', '4533', '4499', '2342', '3459', '397', '1698', '1454', '2770', '902', '3109', '882', '4097', '3098', '3575', '1178', '66', '604', '2685', '2422']"
825,3198,"[622.8, 33.66, 33.66, 34.65, 60.0, 61.38, 24.0]",[902],1,"['647', '3198', '361', '2021', '2468', '3322', '4876', '2903', '3243', '807', '4683', '4533', '4499', '2342', '3459', '397', '1698', '1454', '2770', '902', '3109', '882', '4097', '3098', '3575', '1178', '66', '604', '2685', '2422']"
825,361,"[595.188, 68.0, 90.0, 21.0, 38.0, 60.0, 10.0]",[3098],1,"['647', '3198', '361', '2021', '2468', '3322', '4876', '2903', '3243', '807', '4683', '4533', '4499', '2342', '3459', '397', '1698', '1454', '2770', '902', '3109', '882', '4097', '3098', '3575', '1178', '66', '604', '2685', '2422']"
826,4446,"[279.3, 3.96, 88.11, 13.86, 13.0, 6.0, 19.0]",[2342],1,"['4446', '647', '1984', '983', '1646', '767', '1690', '2848', '1601', '4894', '4493', '1728', '125', '1205', '1711', '4880', '1556', '4836', '4867', '1934', '150', '2342', '3888', '4245', '3715', '284', '3314', '2639', '4926', '4642']"
826,647,"[3530.538, 484.11, 323.0, 62.0, 167.31, 153.0, 44.55]",[],0,"['4446', '647', '1984', '983', '1646', '767', '1690', '2848', '1601', '4894', '4493', '1728', '125', '1205', '1711', '4880', '1556', '4836', '4867', '1934', '150', '2342', '3888', '4245', '3715', '284', '3314', '2639', '4926', '4642']"
826,1984,"[971.685, 71.0, 77.0, 74.25, 93.06, 80.19, 30.0]",[],0,"['4446', '647', '1984', '983', '1646', '767', '1690', '2848', '1601', '4894', '4493', '1728', '125', '1205', '1711', '4880', '1556', '4836', '4867', '1934', '150', '2342', '3888', '4245', '3715', '284', '3314', '2639', '4926', '4642']"
827,98,"[629.5, 47.0, 150.48, 46.53, 34.0, 51.0, 25.0]",[3366],1,"['98', '610', '337', '152', '953', '2355', '3571', '361', '2377', '2139', '3089', '4091', '495', '3282', '18', '1755', '1337', '4106', '1711', '2799', '3425', '3366', '945', '1957', '1708', '3258', '1926', '2549', '2342', '3381']"
827,610,"[732.2, 42.57, 264.33, 50.0, 23.0, 78.21, 37.0]",[3571],1,"['98', '610', '337', '152', '953', '2355', '3571', '361', '2377', '2139', '3089', '4091', '495', '3282', '18', '1755', '1337', '4106', '1711', '2799', '3425', '3366', '945', '1957', '1708', '3258', '1926', '2549', '2342', '3381']"
827,337,"[597.168, 44.55, 138.0, 22.0, 41.58, 37.62, 20.0]",[2377],1,"['98', '610', '337', '152', '953', '2355', '3571', '361', '2377', '2139', '3089', '4091', '495', '3282', '18', '1755', '1337', '4106', '1711', '2799', '3425', '3366', '945', '1957', '1708', '3258', '1926', '2549', '2342', '3381']"
828,4783,"[477.18, 19.8, 36.0, 64.35, 92.07, 14.0, 11.879999999999999]",[],0,"['4783', '4091', '647', '3551', '983', '767', '3732', '2155', '4245', '3900', '4683', '3335', '4573', '4005', '3431', '3078', '145', '3459', '945', '2445', '112', '186', '191', '2207', '1960', '2545', '4074', '4501', '3259', '4064']"
828,4091,"[1166.5, 19.8, 94.0, 47.519999999999996, 87.0, 14.0, 14.0]",[],0,"['4783', '4091', '647', '3551', '983', '767', '3732', '2155', '4245', '3900', '4683', '3335', '4573', '4005', '3431', '3078', '145', '3459', '945', '2445', '112', '186', '191', '2207', '1960', '2545', '4074', '4501', '3259', '4064']"
828,647,"[3470.742, 480.0, 404.90999999999997, 24.0, 138.0, 153.45, 51.0]",[],0,"['4783', '4091', '647', '3551', '983', '767', '3732', '2155', '4245', '3900', '4683', '3335', '4573', '4005', '3431', '3078', '145', '3459', '945', '2445', '112', '186', '191', '2207', '1960', '2545', '4074', '4501', '3259', '4064']"
829,2773,"[1150.3799999999999, 105.92999999999999, 22.77, 44.0, 181.17, 202.0, 10.0]",[1740],1,"['2773', '2536', '2289', '2999', '4245', '258', '2280', '1545', '69', '1501', '2210', '203', '248', '3041', '1351', '4695', '3598', '1615', '1740', '744', '2125', '679', '4910', '583', '147', '3536', '3660', '1178', '3928', '4599']"
829,2536,"[1132.5, 111.0, 35.0, 61.0, 132.66, 162.35999999999999, 14.85]",[],0,"['2773', '2536', '2289', '2999', '4245', '258', '2280', '1545', '69', '1501', '2210', '203', '248', '3041', '1351', '4695', '3598', '1615', '1740', '744', '2125', '679', '4910', '583', '147', '3536', '3660', '1178', '3928', '4599']"
829,2289,"[532.5210000000001, 6.93, 450.0, 7.92, 10.89, 9.9, 40.0]",[203],1,"['2773', '2536', '2289', '2999', '4245', '258', '2280', '1545', '69', '1501', '2210', '203', '248', '3041', '1351', '4695', '3598', '1615', '1740', '744', '2125', '679', '4910', '583', '147', '3536', '3660', '1178', '3928', '4599']"
830,1198,"[900.8000000000001, 65.34, 117.81, 56.43, 81.0, 83.16, 28.71]",[],0,"['1198', '4876', '3048', '3227', '4760', '2355', '4836', '1707', '181', '1522', '594', '866', '844', '4091', '4675', '329', '2274', '809', '85', '4445', '647', '1913', '2224', '416', '2756', '2155', '2549', '2342', '2120', '99']"
830,4876,"[532.818, 40.589999999999996, 145.0, 18.0, 9.9, 40.589999999999996, 23.0]",[809],1,"['1198', '4876', '3048', '3227', '4760', '2355', '4836', '1707', '181', '1522', '594', '866', '844', '4091', '4675', '329', '2274', '809', '85', '4445', '647', '1913', '2224', '416', '2756', '2155', '2549', '2342', '2120', '99']"
830,3048,"[1143.0, 43.56, 65.34, 43.56, 47.519999999999996, 19.8, 68.0]",[3048],1,"['1198', '4876', '3048', '3227', '4760', '2355', '4836', '1707', '181', '1522', '594', '866', '844', '4091', '4675', '329', '2274', '809', '85', '4445', '647', '1913', '2224', '416', '2756', '2155', '2549', '2342', '2120', '99']"
831,2549,"[547.965, 18.0, 399.0, 135.0, 11.0, 3.96, 37.0]",[],0,"['2549', '4143', '4086', '2368', '648', '1646', '4342', '145', '1379', '60', '2506', '2355', '1129', '2608', '1306', '1269', '1722', '3307', '2139', '3583', '217', '4754', '4390', '2820', '2288', '1091', '750', '2970', '2520', '2181']"
831,4143,"[638.5, 37.0, 31.0, 2367.09, 94.05, 29.0, 26.0]",[2970],1,"['2549', '4143', '4086', '2368', '648', '1646', '4342', '145', '1379', '60', '2506', '2355', '1129', '2608', '1306', '1269', '1722', '3307', '2139', '3583', '217', '4754', '4390', '2820', '2288', '1091', '750', '2970', '2520', '2181']"
831,4086,"[1834.3999999999999, 39.0, 318.78, 206.0, 89.1, 59.4, 119.78999999999999]",[],0,"['2549', '4143', '4086', '2368', '648', '1646', '4342', '145', '1379', '60', '2506', '2355', '1129', '2608', '1306', '1269', '1722', '3307', '2139', '3583', '217', '4754', '4390', '2820', '2288', '1091', '750', '2970', '2520', '2181']"
832,647,"[3643.2, 489.0, 365.31, 24.75, 144.54, 160.0, 57.42]",[],0,"['647', '1646', '1605', '708', '125', '2280', '150', '2155', '3685', '3048', '4245', '769', '4445', '4683', '109', '2639', '979', '3424', '30', '4106', '3068', '3768', '505', '45', '4575', '3423', '51', '3519', '882', '1235']"
832,1646,"[618.3, 33.66, 196.02, 27.72, 27.72, 63.0, 30.0]",[],0,"['647', '1646', '1605', '708', '125', '2280', '150', '2155', '3685', '3048', '4245', '769', '4445', '4683', '109', '2639', '979', '3424', '30', '4106', '3068', '3768', '505', '45', '4575', '3423', '51', '3519', '882', '1235']"
832,1605,"[3448.5660000000003, 483.0, 324.71999999999997, 54.0, 149.0, 150.0, 46.0]",[647],1,"['647', '1646', '1605', '708', '125', '2280', '150', '2155', '3685', '3048', '4245', '769', '4445', '4683', '109', '2639', '979', '3424', '30', '4106', '3068', '3768', '505', '45', '4575', '3423', '51', '3519', '882', '1235']"
833,708,"[255.81599999999997, 14.85, 44.0, 9.0, 9.9, 15.0, 11.879999999999999]",[],0,"['708', '125', '1519', '1983', '2356', '4599', '145', '1667', '57', '1957', '114', '4366', '1409', '1176', '4512', '3903', '1751', '4580', '299', '1254', '225', '1605', '4675', '1281', '2298', '2161', '760', '1252', '227', '127']"
833,125,"[6210.0, 157.0, 3562.0, 32.67, 77.22, 92.07, 311.85]",[],0,"['708', '125', '1519', '1983', '2356', '4599', '145', '1667', '57', '1957', '114', '4366', '1409', '1176', '4512', '3903', '1751', '4580', '299', '1254', '225', '1605', '4675', '1281', '2298', '2161', '760', '1252', '227', '127']"
833,1519,"[706.86, 69.0, 12.87, 68.0, 81.0, 97.02, 10.89]",[3903],1,"['708', '125', '1519', '1983', '2356', '4599', '145', '1667', '57', '1957', '114', '4366', '1409', '1176', '4512', '3903', '1751', '4580', '299', '1254', '225', '1605', '4675', '1281', '2298', '2161', '760', '1252', '227', '127']"
834,4446,"[175.62599999999998, 8.91, 56.43, 7.92, 5.0, 17.82, 9.0]",[1475],1,"['4446', '647', '1646', '786', '2549', '3732', '9', '2949', '4836', '4207', '2274', '4445', '4683', '2355', '3564', '1484', '1667', '225', '205', '4064', '502', '1178', '1475', '483', '3594', '457', '2944', '109', '4139', '1684']"
834,647,"[3458.6639999999998, 486.0, 339.0, 25.74, 137.60999999999999, 166.0, 47.0]",[],0,"['4446', '647', '1646', '786', '2549', '3732', '9', '2949', '4836', '4207', '2274', '4445', '4683', '2355', '3564', '1484', '1667', '225', '205', '4064', '502', '1178', '1475', '483', '3594', '457', '2944', '109', '4139', '1684']"
834,1646,"[694.2, 43.0, 210.0, 28.71, 72.27, 57.42, 24.0]",[457],1,"['4446', '647', '1646', '786', '2549', '3732', '9', '2949', '4836', '4207', '2274', '4445', '4683', '2355', '3564', '1484', '1667', '225', '205', '4064', '502', '1178', '1475', '483', '3594', '457', '2944', '109', '4139', '1684']"
836,4783,"[340.5, 15.84, 23.0, 29.7, 44.0, 25.0, 10.89]",[],0,"['4783', '740', '1646', '2549', '1601', '9', '708', '2949', '1446', '1711', '2377', '2280', '1740', '2122', '4533', '2658', '3335', '2639', '1404', '4642', '818', '4573', '2773', '4106', '1936', '3497', '1074', '645', '4798', '2063']"
836,740,"[1428.768, 70.0, 385.0, 45.54, 196.02, 80.19, 49.5]",[1601],1,"['4783', '740', '1646', '2549', '1601', '9', '708', '2949', '1446', '1711', '2377', '2280', '1740', '2122', '4533', '2658', '3335', '2639', '1404', '4642', '818', '4573', '2773', '4106', '1936', '3497', '1074', '645', '4798', '2063']"
836,1646,"[624.7889999999999, 42.0, 275.21999999999997, 9.9, 11.0, 76.23, 29.7]",[2949],1,"['4783', '740', '1646', '2549', '1601', '9', '708', '2949', '1446', '1711', '2377', '2280', '1740', '2122', '4533', '2658', '3335', '2639', '1404', '4642', '818', '4573', '2773', '4106', '1936', '3497', '1074', '645', '4798', '2063']"
837,786,"[416.40000000000003, 0.0, 410.0, 2.0, 0.0, 0.0, 35.0]",[3643],1,"['786', '492', '3643', '193', '2511', '1684', '34', '505', '2872', '352', '4118', '3510', '4842', '4583', '3078', '2899', '1774', '4836', '3174', '1458', '2949', '2990', '2139', '502', '3759', '474', '3740', '391', '125', '4642']"
837,492,"[723.888, 5.9399999999999995, 409.86, 25.0, 23.0, 9.9, 54.0]",[],0,"['786', '492', '3643', '193', '2511', '1684', '34', '505', '2872', '352', '4118', '3510', '4842', '4583', '3078', '2899', '1774', '4836', '3174', '1458', '2949', '2990', '2139', '502', '3759', '474', '3740', '391', '125', '4642']"
837,3643,"[831.699, 0.0, 71.28, 2.0, 2.9699999999999998, 0.0, 12.0]",[3078],1,"['786', '492', '3643', '193', '2511', '1684', '34', '505', '2872', '352', '4118', '3510', '4842', '4583', '3078', '2899', '1774', '4836', '3174', '1458', '2949', '2990', '2139', '502', '3759', '474', '3740', '391', '125', '4642']"
838,2280,"[305.316, 0.0, 290.0, 0.0, 0.0, 0.0, 26.0]",[2280],1,"['2280', '4642', '276', '945', '72', '1287', '2949', '565', '1854', '1911', '2831', '163', '617', '145', '2200', '4767', '125', '870', '1601', '2238', '3564', '268', '2549', '361', '3043', '1646', '2523', '453', '1778', '2058']"
838,4642,"[1137.51, 108.9, 105.0, 42.0, 65.0, 164.34, 32.0]",[],0,"['2280', '4642', '276', '945', '72', '1287', '2949', '565', '1854', '1911', '2831', '163', '617', '145', '2200', '4767', '125', '870', '1601', '2238', '3564', '268', '2549', '361', '3043', '1646', '2523', '453', '1778', '2058']"
838,276,"[459.5, 29.7, 51.48, 26.73, 38.61, 31.68, 16.0]",[],0,"['2280', '4642', '276', '945', '72', '1287', '2949', '565', '1854', '1911', '2831', '163', '617', '145', '2200', '4767', '125', '870', '1601', '2238', '3564', '268', '2549', '361', '3043', '1646', '2523', '453', '1778', '2058']"
839,647,"[3452.328, 477.0, 322.74, 49.0, 146.52, 146.52, 48.51]",[],0,"['647', '767', '648', '125', '2608', '3814', '2280', '3102', '266', '2833', '2499', '1254', '2138', '4342', '2315', '255', '4272', '1612', '1330', '3859', '2575', '827', '2274', '107', '4661', '4711', '2179', '2522', '928', '2468']"
839,767,"[641.9159999999999, 46.0, 205.0, 14.85, 15.84, 69.0, 28.71]",[255],1,"['647', '767', '648', '125', '2608', '3814', '2280', '3102', '266', '2833', '2499', '1254', '2138', '4342', '2315', '255', '4272', '1612', '1330', '3859', '2575', '827', '2274', '107', '4661', '4711', '2179', '2522', '928', '2468']"
839,648,"[898.1, 83.16, 22.0, 49.0, 64.0, 73.26, 21.78]",[266],1,"['647', '767', '648', '125', '2608', '3814', '2280', '3102', '266', '2833', '2499', '1254', '2138', '4342', '2315', '255', '4272', '1612', '1330', '3859', '2575', '827', '2274', '107', '4661', '4711', '2179', '2522', '928', '2468']"
840,1755,"[572.3190000000001, 63.36, 7.0, 51.48, 46.53, 92.0, 6.93]",[4561],1,"['1755', '4880', '3102', '4642', '158', '2139', '4098', '56', '2694', '3939', '2616', '4683', '786', '3424', '3078', '3005', '1854', '1351', '1667', '2311', '544', '2280', '4561', '1253', '1522', '300', '2549', '3509', '708', '945']"
840,4880,"[1123.947, 110.88, 15.0, 38.0, 114.0, 174.0, 22.0]",[4642],1,"['1755', '4880', '3102', '4642', '158', '2139', '4098', '56', '2694', '3939', '2616', '4683', '786', '3424', '3078', '3005', '1854', '1351', '1667', '2311', '544', '2280', '4561', '1253', '1522', '300', '2549', '3509', '708', '945']"
840,3102,"[963.072, 109.0, 101.97, 95.0, 91.08, 130.0, 11.0]",[],0,"['1755', '4880', '3102', '4642', '158', '2139', '4098', '56', '2694', '3939', '2616', '4683', '786', '3424', '3078', '3005', '1854', '1351', '1667', '2311', '544', '2280', '4561', '1253', '1522', '300', '2549', '3509', '708', '945']"
841,983,"[1535.5, 200.0, 21.0, 81.0, 132.66, 296.0, 7.92]",[2420],1,"['983', '1646', '2342', '109', '3335', '98', '23', '42', '4717', '2517', '3695', '388', '3459', '276', '945', '1522', '1129', '4337', '708', '4880', '2420', '1715', '4098', '3829', '1711', '397', '1173', '4479', '986', '4064']"
841,1646,"[567.5669999999999, 30.69, 239.57999999999998, 32.67, 37.0, 49.0, 25.74]",[],0,"['983', '1646', '2342', '109', '3335', '98', '23', '42', '4717', '2517', '3695', '388', '3459', '276', '945', '1522', '1129', '4337', '708', '4880', '2420', '1715', '4098', '3829', '1711', '397', '1173', '4479', '986', '4064']"
