user,exclude,item list,len,without constraint
867,6270,"[3551, 14, 4245, 3432, 4005, 1873, 645, 112, 1667, 2444]",10,"['647', '3551', '983', '14', '3189', '4245', '284', '20', '2639', '3432', '4005', '1873', '645', '112', '1667', '2444', '804', '1960', '205', '2086', '2738', '4788', '1229', '832', '2849', '3695', '211', '4622', '2274', '4879']"
867,6906,"[3551, 983, 14, 4245, 284, 20, 2639, 3432, 4005, 645]",10,"['647', '3551', '983', '14', '3189', '4245', '284', '20', '2639', '3432', '4005', '1873', '645', '112', '1667', '2444', '804', '1960', '205', '2086', '2738', '4788', '1229', '832', '2849', '3695', '211', '4622', '2274', '4879']"
867,5006,"[647, 3551, 14, 4245, 284, 20, 3432, 4005, 1873, 645]",10,"['647', '3551', '983', '14', '3189', '4245', '284', '20', '2639', '3432', '4005', '1873', '645', '112', '1667', '2444', '804', '1960', '205', '2086', '2738', '4788', '1229', '832', '2849', '3695', '211', '4622', '2274', '4879']"
868,6270,"[145, 72, 4006, 3652, 4349, 2820, 1611, 2988, 4106, 2632]",10,"['505', '4778', '882', '647', '145', '72', '4006', '3652', '4349', '2820', '1960', '1611', '2988', '4106', '2632', '4074', '1774', '3102', '2354', '4894', '1740', '4446', '4149', '4642', '3459', '2138', '2200', '2105', '4098', '4560']"
868,840,"[505, 4778, 882, 647, 145, 72, 4006, 4349, 2820, 1960]",10,"['505', '4778', '882', '647', '145', '72', '4006', '3652', '4349', '2820', '1960', '1611', '2988', '4106', '2632', '4074', '1774', '3102', '2354', '4894', '1740', '4446', '4149', '4642', '3459', '2138', '2200', '2105', '4098', '4560']"
868,2499,"[505, 4778, 882, 647, 72, 4006, 4349, 2820, 1960, 1611]",10,"['505', '4778', '882', '647', '145', '72', '4006', '3652', '4349', '2820', '1960', '1611', '2988', '4106', '2632', '4074', '1774', '3102', '2354', '4894', '1740', '4446', '4149', '4642', '3459', '2138', '2200', '2105', '4098', '4560']"
869,6270,"[2274, 1750, 145, 4280, 1550, 3102, 2970, 1196, 856, 272]",10,"['983', '2274', '1750', '3198', '145', '3973', '4280', '804', '882', '1522', '744', '4035', '3704', '4918', '1550', '3689', '3102', '2970', '1196', '856', '3365', '3335', '272', '4047', '2799', '3459', '1899', '2744', '3652', '4690']"
869,2499,"[983, 2274, 1750, 3198, 3973, 4280, 804, 882, 1522, 4035]",10,"['983', '2274', '1750', '3198', '145', '3973', '4280', '804', '882', '1522', '744', '4035', '3704', '4918', '1550', '3689', '3102', '2970', '1196', '856', '3365', '3335', '272', '4047', '2799', '3459', '1899', '2744', '3652', '4690']"
869,6906,"[983, 1750, 3198, 145, 804, 882, 1522, 4035, 3704, 4918]",10,"['983', '2274', '1750', '3198', '145', '3973', '4280', '804', '882', '1522', '744', '4035', '3704', '4918', '1550', '3689', '3102', '2970', '1196', '856', '3365', '3335', '272', '4047', '2799', '3459', '1899', '2744', '3652', '4690']"
870,2499,"[3818, 4690, 3510, 4270, 2280, 4349, 4831, 3841, 1306, 1667]",10,"['3818', '4690', '3510', '4270', '203', '2280', '1943', '276', '4349', '4831', '3841', '1306', '1667', '4337', '112', '361', '2501', '193', '413', '1705', '3335', '2773', '4691', '4554', '4918', '1509', '2021', '1181', '3397', '1630']"
870,5010,"[3818, 4690, 4270, 203, 2280, 1943, 276, 4349, 4831, 1306]",10,"['3818', '4690', '3510', '4270', '203', '2280', '1943', '276', '4349', '4831', '3841', '1306', '1667', '4337', '112', '361', '2501', '193', '413', '1705', '3335', '2773', '4691', '4554', '4918', '1509', '2021', '1181', '3397', '1630']"
870,6906,"[3818, 3510, 4270, 1943, 276, 4349, 4831, 3841, 1306, 1667]",10,"['3818', '4690', '3510', '4270', '203', '2280', '1943', '276', '4349', '4831', '3841', '1306', '1667', '4337', '112', '361', '2501', '193', '413', '1705', '3335', '2773', '4691', '4554', '4918', '1509', '2021', '1181', '3397', '1630']"
871,6270,"[361, 4005, 2773, 56, 203, 3743, 2455, 989, 1999, 1240]",10,"['2549', '3018', '361', '4005', '2773', '56', '453', '203', '3743', '2455', '4918', '989', '1999', '1240', '4091', '4394', '276', '2160', '4783', '4950', '4683', '2392', '4131', '945', '740', '2072', '4207', '299', '182', '2536']"
871,6906,"[2549, 3018, 361, 4005, 2773, 56, 3743, 2455, 4918, 989]",10,"['2549', '3018', '361', '4005', '2773', '56', '453', '203', '3743', '2455', '4918', '989', '1999', '1240', '4091', '4394', '276', '2160', '4783', '4950', '4683', '2392', '4131', '945', '740', '2072', '4207', '299', '182', '2536']"
871,5006,"[2549, 3018, 4005, 2773, 56, 203, 3743, 4918, 989, 1999]",10,"['2549', '3018', '361', '4005', '2773', '56', '453', '203', '3743', '2455', '4918', '989', '1999', '1240', '4091', '4394', '276', '2160', '4783', '4950', '4683', '2392', '4131', '945', '740', '2072', '4207', '299', '182', '2536']"
872,6270,"[4091, 3102, 3459, 945, 112, 157, 4074, 740, 2955, 72]",10,"['4091', '2280', '3102', '505', '3459', '945', '112', '157', '4074', '2798', '3841', '740', '2955', '3018', '72', '2663', '2633', '1984', '1667', '1178', '193', '2501', '1740', '2890', '4069', '3818', '3127', '1517', '425', '4783']"
872,2499,"[4091, 2280, 3102, 505, 945, 112, 157, 4074, 2798, 3841]",10,"['4091', '2280', '3102', '505', '3459', '945', '112', '157', '4074', '2798', '3841', '740', '2955', '3018', '72', '2663', '2633', '1984', '1667', '1178', '193', '2501', '1740', '2890', '4069', '3818', '3127', '1517', '425', '4783']"
872,6906,"[4091, 3102, 505, 3459, 945, 112, 157, 4074, 2798, 3841]",10,"['4091', '2280', '3102', '505', '3459', '945', '112', '157', '4074', '2798', '3841', '740', '2955', '3018', '72', '2663', '2633', '1984', '1667', '1178', '193', '2501', '1740', '2890', '4069', '3818', '3127', '1517', '425', '4783']"
873,6270,"[903, 3037, 2949, 3102, 2274, 4245, 4270, 4475, 960, 1574]",10,"['903', '3037', '4918', '2949', '3102', '2274', '4245', '4270', '4475', '960', '1574', '284', '98', '2795', '276', '4005', '1826', '1642', '4024', '4652', '4826', '1522', '2189', '2714', '4847', '4799', '1007', '3351', '4545', '4091']"
873,2499,"[3037, 4918, 2949, 3102, 2274, 4245, 4270, 4475, 1574, 4005]",10,"['903', '3037', '4918', '2949', '3102', '2274', '4245', '4270', '4475', '960', '1574', '284', '98', '2795', '276', '4005', '1826', '1642', '4024', '4652', '4826', '1522', '2189', '2714', '4847', '4799', '1007', '3351', '4545', '4091']"
873,5010,"[903, 3037, 4918, 2949, 3102, 2274, 4245, 4270, 4475, 960]",10,"['903', '3037', '4918', '2949', '3102', '2274', '4245', '4270', '4475', '960', '1574', '284', '98', '2795', '276', '4005', '1826', '1642', '4024', '4652', '4826', '1522', '2189', '2714', '4847', '4799', '1007', '3351', '4545', '4091']"
874,5006,"[1854, 2633, 2970, 554, 2136, 2395, 3145, 4752, 4840, 2694]",10,"['1854', '2633', '2970', '554', '505', '2136', '2395', '1517', '3145', '4752', '4840', '2694', '4695', '3517', '3319', '4091', '647', '3459', '4888', '4349', '1338', '4342', '2949', '1522', '2274', '3102', '4338', '1254', '98', '525']"
874,3203,"[1854, 2970, 554, 2136, 2395, 1517, 3145, 4752, 4840, 2694]",10,"['1854', '2633', '2970', '554', '505', '2136', '2395', '1517', '3145', '4752', '4840', '2694', '4695', '3517', '3319', '4091', '647', '3459', '4888', '4349', '1338', '4342', '2949', '1522', '2274', '3102', '4338', '1254', '98', '525']"
874,7655,"[1854, 2633, 2970, 554, 505, 2136, 2395, 1517, 3145, 4752]",10,"['1854', '2633', '2970', '554', '505', '2136', '2395', '1517', '3145', '4752', '4840', '2694', '4695', '3517', '3319', '4091', '647', '3459', '4888', '4349', '1338', '4342', '2949', '1522', '2274', '3102', '4338', '1254', '98', '525']"
875,2499,"[2280, 4477, 4783, 4445, 2155, 4533, 1464, 3841, 3873, 80]",10,"['2280', '3799', '3650', '4477', '4783', '4445', '2155', '3685', '4533', '1464', '3841', '209', '3873', '2756', '80', '4140', '2949', '1847', '4270', '276', '3510', '1960', '668', '3335', '4913', '2639', '1913', '425', '2222', '934']"
875,5010,"[2280, 4477, 4783, 2155, 3685, 4533, 209, 2756, 80, 4140]",10,"['2280', '3799', '3650', '4477', '4783', '4445', '2155', '3685', '4533', '1464', '3841', '209', '3873', '2756', '80', '4140', '2949', '1847', '4270', '276', '3510', '1960', '668', '3335', '4913', '2639', '1913', '425', '2222', '934']"
875,6906,"[3799, 3650, 4477, 4445, 2155, 3685, 4533, 1464, 3841, 209]",10,"['2280', '3799', '3650', '4477', '4783', '4445', '2155', '3685', '4533', '1464', '3841', '209', '3873', '2756', '80', '4140', '2949', '1847', '4270', '276', '3510', '1960', '668', '3335', '4913', '2639', '1913', '425', '2222', '934']"
876,6270,"[10, 3005, 4342, 3125, 3288, 2318, 203, 3102, 2704, 71]",10,"['10', '3005', '882', '4342', '3125', '3467', '3288', '2318', '203', '2756', '3102', '2704', '71', '2274', '1902', '3510', '20', '2747', '241', '1899', '2280', '4918', '1728', '2480', '1294', '4136', '1715', '4783', '80', '4088']"
876,840,"[10, 882, 4342, 3125, 203, 3102, 2704, 71, 2274, 1902]",10,"['10', '3005', '882', '4342', '3125', '3467', '3288', '2318', '203', '2756', '3102', '2704', '71', '2274', '1902', '3510', '20', '2747', '241', '1899', '2280', '4918', '1728', '2480', '1294', '4136', '1715', '4783', '80', '4088']"
876,2499,"[10, 3005, 882, 4342, 3125, 3467, 3288, 2318, 3102, 2704]",10,"['10', '3005', '882', '4342', '3125', '3467', '3288', '2318', '203', '2756', '3102', '2704', '71', '2274', '1902', '3510', '20', '2747', '241', '1899', '2280', '4918', '1728', '2480', '1294', '4136', '1715', '4783', '80', '4088']"
877,2499,"[2274, 3510, 4270, 4642, 38, 2970, 4960, 2455, 4798, 437]",10,"['2274', '3510', '4270', '4642', '276', '38', '2970', '4960', '2455', '1091', '1943', '4798', '437', '1128', '705', '983', '4096', '96', '3335', '2300', '3885', '3942', '2876', '1169', '108', '1740', '297', '2639', '176', '415']"
877,3203,"[2274, 3510, 4642, 276, 38, 2970, 4960, 1091, 1943, 4798]",10,"['2274', '3510', '4270', '4642', '276', '38', '2970', '4960', '2455', '1091', '1943', '4798', '437', '1128', '705', '983', '4096', '96', '3335', '2300', '3885', '3942', '2876', '1169', '108', '1740', '297', '2639', '176', '415']"
877,7655,"[3510, 4270, 4642, 276, 38, 2970, 4960, 2455, 1091, 1943]",10,"['2274', '3510', '4270', '4642', '276', '38', '2970', '4960', '2455', '1091', '1943', '4798', '437', '1128', '705', '983', '4096', '96', '3335', '2300', '3885', '3942', '2876', '1169', '108', '1740', '297', '2639', '176', '415']"
878,6270,"[740, 4955, 3102, 266, 145, 444, 1667, 621, 60, 3262]",10,"['740', '4955', '3102', '266', '109', '3409', '630', '145', '444', '1667', '621', '1178', '4986', '284', '60', '3262', '565', '3932', '1736', '882', '4091', '4945', '555', '4096', '2342', '749', '107', '767', '2138', '1756']"
878,2499,"[740, 4955, 3102, 266, 109, 3409, 444, 1667, 621, 4986]",10,"['740', '4955', '3102', '266', '109', '3409', '630', '145', '444', '1667', '621', '1178', '4986', '284', '60', '3262', '565', '3932', '1736', '882', '4091', '4945', '555', '4096', '2342', '749', '107', '767', '2138', '1756']"
878,6906,"[740, 4955, 3102, 266, 109, 3409, 630, 145, 444, 1667]",10,"['740', '4955', '3102', '266', '109', '3409', '630', '145', '444', '1667', '621', '1178', '4986', '284', '60', '3262', '565', '3932', '1736', '882', '4091', '4945', '555', '4096', '2342', '749', '107', '767', '2138', '1756']"
879,6270,"[2, 2274, 4245, 3078, 294, 5000, 112, 192, 1322, 692]",10,"['2', '125', '2274', '4245', '284', '4642', '2356', '3078', '1263', '1762', '294', '5000', '112', '192', '1322', '4766', '1984', '3164', '692', '908', '387', '630', '2949', '505', '484', '187', '130', '3439', '839', '2661']"
879,2499,"[2, 125, 2274, 4245, 4642, 2356, 3078, 1762, 294, 5000]",10,"['2', '125', '2274', '4245', '284', '4642', '2356', '3078', '1263', '1762', '294', '5000', '112', '192', '1322', '4766', '1984', '3164', '692', '908', '387', '630', '2949', '505', '484', '187', '130', '3439', '839', '2661']"
879,6906,"[2, 4245, 284, 4642, 3078, 1762, 294, 5000, 112, 1322]",10,"['2', '125', '2274', '4245', '284', '4642', '2356', '3078', '1263', '1762', '294', '5000', '112', '192', '1322', '4766', '1984', '3164', '692', '908', '387', '630', '2949', '505', '484', '187', '130', '3439', '839', '2661']"
880,5006,"[4836, 3335, 3282, 2300, 1663, 177, 3571, 4005, 125, 516]",10,"['4836', '4270', '3335', '361', '1611', '1667', '1960', '3282', '1753', '4893', '217', '2300', '3237', '1663', '34', '177', '3571', '4005', '125', '516', '1278', '2274', '1683', '98', '2833', '4275', '4493', '1923', '2632', '323']"
880,3203,"[4836, 361, 3282, 1753, 2300, 3237, 1663, 34, 177, 3571]",10,"['4836', '4270', '3335', '361', '1611', '1667', '1960', '3282', '1753', '4893', '217', '2300', '3237', '1663', '34', '177', '3571', '4005', '125', '516', '1278', '2274', '1683', '98', '2833', '4275', '4493', '1923', '2632', '323']"
880,2683,"[4836, 4270, 3335, 361, 1611, 1667, 1960, 3282, 1753, 4893]",10,"['4836', '4270', '3335', '361', '1611', '1667', '1960', '3282', '1753', '4893', '217', '2300', '3237', '1663', '34', '177', '3571', '4005', '125', '516', '1278', '2274', '1683', '98', '2833', '4275', '4493', '1923', '2632', '323']"
881,2499,"[2949, 2274, 1667, 3229, 1951, 193, 4270, 804, 4573, 856]",10,"['2949', '2274', '1667', '3229', '1178', '1951', '4876', '193', '4270', '804', '4573', '856', '2953', '4106', '3342', '2356', '3914', '1522', '276', '647', '4411', '1321', '1445', '1595', '2377', '4091', '145', '413', '2116', '284']"
881,6906,"[2949, 1667, 3229, 1178, 4270, 804, 856, 2953, 4106, 3342]",10,"['2949', '2274', '1667', '3229', '1178', '1951', '4876', '193', '4270', '804', '4573', '856', '2953', '4106', '3342', '2356', '3914', '1522', '276', '647', '4411', '1321', '1445', '1595', '2377', '4091', '145', '413', '2116', '284']"
881,5006,"[2949, 2274, 3229, 1178, 1951, 4876, 4573, 856, 2953, 4106]",10,"['2949', '2274', '1667', '3229', '1178', '1951', '4876', '193', '4270', '804', '4573', '856', '2953', '4106', '3342', '2356', '3914', '1522', '276', '647', '4411', '1321', '1445', '1595', '2377', '4091', '145', '413', '2116', '284']"
882,6270,"[2, 1646, 2467, 3510, 4270, 4844, 2941, 1667, 4469, 2890]",10,"['2', '1646', '2549', '2467', '413', '3510', '4793', '4270', '2639', '2222', '3018', '4844', '2941', '45', '1667', '4469', '2890', '205', '3125', '2394', '3027', '341', '5000', '3367', '2118', '2944', '2056', '448', '125', '558']"
882,2499,"[2, 1646, 2549, 2467, 413, 3510, 4270, 2639, 3018, 4844]",10,"['2', '1646', '2549', '2467', '413', '3510', '4793', '4270', '2639', '2222', '3018', '4844', '2941', '45', '1667', '4469', '2890', '205', '3125', '2394', '3027', '341', '5000', '3367', '2118', '2944', '2056', '448', '125', '558']"
882,6906,"[2, 1646, 2549, 2467, 413, 3510, 4793, 4270, 2639, 2222]",10,"['2', '1646', '2549', '2467', '413', '3510', '4793', '4270', '2639', '2222', '3018', '4844', '2941', '45', '1667', '4469', '2890', '205', '3125', '2394', '3027', '341', '5000', '3367', '2118', '2944', '2056', '448', '125', '558']"
883,6270,"[484, 2377, 3102, 4683, 4106, 145, 1611, 2730, 1921, 3282]",10,"['1755', '484', '2377', '3102', '4683', '4106', '145', '1611', '2730', '1921', '882', '389', '3282', '114', '953', '4951', '2280', '1406', '240', '4003', '255', '949', '4907', '2138', '2949', '2548', '3907', '4767', '1711', '4005']"
883,2499,"[1755, 2377, 3102, 4683, 4106, 1611, 2730, 1921, 882, 389]",10,"['1755', '484', '2377', '3102', '4683', '4106', '145', '1611', '2730', '1921', '882', '389', '3282', '114', '953', '4951', '2280', '1406', '240', '4003', '255', '949', '4907', '2138', '2949', '2548', '3907', '4767', '1711', '4005']"
883,6906,"[1755, 484, 2377, 3102, 4683, 4106, 145, 1611, 882, 389]",10,"['1755', '484', '2377', '3102', '4683', '4106', '145', '1611', '2730', '1921', '882', '389', '3282', '114', '953', '4951', '2280', '1406', '240', '4003', '255', '949', '4907', '2138', '2949', '2548', '3907', '4767', '1711', '4005']"
884,840,"[4642, 2274, 2848, 145, 2549, 4005, 2474, 1740, 1911, 193]",10,"['4642', '2274', '2848', '145', '2549', '4005', '2474', '1740', '1911', '193', '4756', '1995', '2280', '4342', '4270', '2501', '855', '565', '744', '4392', '882', '2086', '4704', '4106', '532', '2792', '4274', '3372', '238', '80']"
884,2499,"[4642, 2274, 2848, 2549, 4005, 2474, 1740, 193, 4756, 1995]",10,"['4642', '2274', '2848', '145', '2549', '4005', '2474', '1740', '1911', '193', '4756', '1995', '2280', '4342', '4270', '2501', '855', '565', '744', '4392', '882', '2086', '4704', '4106', '532', '2792', '4274', '3372', '238', '80']"
884,5010,"[4642, 2274, 145, 2549, 2474, 1740, 1911, 193, 4756, 1995]",10,"['4642', '2274', '2848', '145', '2549', '4005', '2474', '1740', '1911', '193', '4756', '1995', '2280', '4342', '4270', '2501', '855', '565', '744', '4392', '882', '2086', '4704', '4106', '532', '2792', '4274', '3372', '238', '80']"
885,5010,"[648, 960, 361, 4642, 496, 2548, 2489, 1200, 1474, 63]",10,"['648', '960', '361', '249', '4642', '496', '2548', '2489', '1200', '1474', '63', '1353', '125', '3102', '2139', '193', '416', '3905', '484', '214', '4836', '786', '4665', '3435', '4252', '711', '2874', '3732', '239', '1646']"
885,6906,"[648, 960, 361, 249, 4642, 496, 2548, 2489, 1200, 1474]",10,"['648', '960', '361', '249', '4642', '496', '2548', '2489', '1200', '1474', '63', '1353', '125', '3102', '2139', '193', '416', '3905', '484', '214', '4836', '786', '4665', '3435', '4252', '711', '2874', '3732', '239', '1646']"
885,5006,"[648, 960, 249, 4642, 496, 2548, 2489, 1474, 63, 1353]",10,"['648', '960', '361', '249', '4642', '496', '2548', '2489', '1200', '1474', '63', '1353', '125', '3102', '2139', '193', '416', '3905', '484', '214', '4836', '786', '4665', '3435', '4252', '711', '2874', '3732', '239', '1646']"
886,6270,"[2988, 4445, 4270, 416, 361, 856, 1684, 4829, 3035, 3150]",10,"['1755', '2342', '2988', '4445', '4270', '4888', '416', '361', '856', '3571', '1684', '49', '4829', '3035', '2086', '3150', '3802', '832', '3695', '203', '4642', '610', '708', '3048', '866', '4338', '4789', '2608', '2088', '2138']"
886,840,"[2988, 4445, 4270, 416, 361, 856, 3571, 1684, 49, 4829]",10,"['1755', '2342', '2988', '4445', '4270', '4888', '416', '361', '856', '3571', '1684', '49', '4829', '3035', '2086', '3150', '3802', '832', '3695', '203', '4642', '610', '708', '3048', '866', '4338', '4789', '2608', '2088', '2138']"
886,5010,"[1755, 2342, 2988, 4270, 416, 361, 856, 3571, 1684, 49]",10,"['1755', '2342', '2988', '4445', '4270', '4888', '416', '361', '856', '3571', '1684', '49', '4829', '3035', '2086', '3150', '3802', '832', '3695', '203', '4642', '610', '708', '3048', '866', '4338', '4789', '2608', '2088', '2138']"
887,6906,"[2848, 1602, 1306, 4738, 4270, 4683, 2210, 1681, 276, 173]",10,"['2848', '125', '1602', '1306', '4836', '2280', '4738', '4270', '4683', '2210', '1681', '276', '173', '4337', '2139', '3068', '4470', '2890', '171', '391', '462', '1578', '1379', '705', '4839', '2354', '109', '3914', '3955', '1857']"
887,5006,"[2848, 125, 1306, 4836, 2280, 4683, 2210, 1681, 276, 173]",10,"['2848', '125', '1602', '1306', '4836', '2280', '4738', '4270', '4683', '2210', '1681', '276', '173', '4337', '2139', '3068', '4470', '2890', '171', '391', '462', '1578', '1379', '705', '4839', '2354', '109', '3914', '3955', '1857']"
887,3203,"[2848, 125, 1602, 1306, 4836, 2280, 4738, 4683, 2210, 1681]",10,"['2848', '125', '1602', '1306', '4836', '2280', '4738', '4270', '4683', '2210', '1681', '276', '173', '4337', '2139', '3068', '4470', '2890', '171', '391', '462', '1578', '1379', '705', '4839', '2354', '109', '3914', '3955', '1857']"
888,3203,"[740, 4177, 2848, 2377, 4642, 276, 617, 4106, 2470, 1244]",10,"['740', '4177', '2848', '484', '2377', '3335', '2639', '4642', '276', '617', '158', '4106', '2470', '1244', '4686', '3565', '1091', '583', '4256', '4090', '126', '3408', '1595', '1007', '2055', '438', '3900', '3607', '2523', '1252']"
888,800,"[4177, 2848, 484, 2377, 3335, 2639, 4642, 276, 617, 4106]",10,"['740', '4177', '2848', '484', '2377', '3335', '2639', '4642', '276', '617', '158', '4106', '2470', '1244', '4686', '3565', '1091', '583', '4256', '4090', '126', '3408', '1595', '1007', '2055', '438', '3900', '3607', '2523', '1252']"
888,332,"[740, 4177, 2848, 484, 2377, 3335, 2639, 4642, 276, 617]",10,"['740', '4177', '2848', '484', '2377', '3335', '2639', '4642', '276', '617', '158', '4106', '2470', '1244', '4686', '3565', '1091', '583', '4256', '4090', '126', '3408', '1595', '1007', '2055', '438', '3900', '3607', '2523', '1252']"
889,6270,"[3459, 357, 4106, 4683, 483, 4567, 98, 2949, 4670, 2988]",10,"['2639', '3459', '647', '357', '4106', '4683', '483', '4567', '98', '2949', '2495', '4670', '2988', '3155', '1085', '1091', '2773', '4349', '554', '198', '2238', '2232', '2678', '2342', '2265', '2119', '2408', '4064', '3305', '3866']"
889,840,"[2639, 647, 357, 4106, 483, 4567, 2949, 2495, 4670, 2988]",10,"['2639', '3459', '647', '357', '4106', '4683', '483', '4567', '98', '2949', '2495', '4670', '2988', '3155', '1085', '1091', '2773', '4349', '554', '198', '2238', '2232', '2678', '2342', '2265', '2119', '2408', '4064', '3305', '3866']"
889,2499,"[2639, 647, 4106, 4683, 483, 4567, 2949, 2495, 4670, 2988]",10,"['2639', '3459', '647', '357', '4106', '4683', '483', '4567', '98', '2949', '2495', '4670', '2988', '3155', '1085', '1091', '2773', '4349', '554', '198', '2238', '2232', '2678', '2342', '2265', '2119', '2408', '4064', '3305', '3866']"
890,6270,"[1646, 1601, 1602, 14, 1406, 1088, 4382, 1740, 2155, 4245]",10,"['4783', '1646', '1690', '1601', '324', '4918', '708', '1602', '14', '1406', '1088', '4382', '1740', '2155', '4245', '4270', '532', '4533', '820', '2210', '3314', '4642', '1020', '3018', '361', '4005', '2773', '4394', '4106', '2125']"
890,2499,"[4783, 1646, 1690, 1601, 324, 4918, 1602, 1406, 4382, 1740]",10,"['4783', '1646', '1690', '1601', '324', '4918', '708', '1602', '14', '1406', '1088', '4382', '1740', '2155', '4245', '4270', '532', '4533', '820', '2210', '3314', '4642', '1020', '3018', '361', '4005', '2773', '4394', '4106', '2125']"
890,6906,"[1646, 1690, 1601, 324, 4918, 1602, 14, 1406, 1088, 4382]",10,"['4783', '1646', '1690', '1601', '324', '4918', '708', '1602', '14', '1406', '1088', '4382', '1740', '2155', '4245', '4270', '532', '4533', '820', '2210', '3314', '4642', '1020', '3018', '361', '4005', '2773', '4394', '4106', '2125']"
891,6270,"[66, 525, 3459, 4337, 2504, 2970, 4106, 4382, 4634, 648]",10,"['2639', '66', '525', '3459', '4337', '2504', '2970', '459', '4106', '4382', '4634', '4783', '3227', '2751', '284', '2549', '648', '1595', '4960', '307', '3403', '2506', '361', '4005', '193', '532', '2454', '3891', '397', '1740']"
891,840,"[2639, 525, 4337, 2504, 2970, 459, 4106, 4382, 4634, 4783]",10,"['2639', '66', '525', '3459', '4337', '2504', '2970', '459', '4106', '4382', '4634', '4783', '3227', '2751', '284', '2549', '648', '1595', '4960', '307', '3403', '2506', '361', '4005', '193', '532', '2454', '3891', '397', '1740']"
891,2499,"[2639, 525, 4337, 2504, 2970, 459, 4106, 4382, 4634, 4783]",10,"['2639', '66', '525', '3459', '4337', '2504', '2970', '459', '4106', '4382', '4634', '4783', '3227', '2751', '284', '2549', '648', '1595', '4960', '307', '3403', '2506', '361', '4005', '193', '532', '2454', '3891', '397', '1740']"
892,2499,"[740, 647, 4735, 88, 4390, 193, 3955, 1711, 4164, 181]",10,"['740', '647', '4735', '88', '4390', '193', '3955', '1711', '4164', '181', '1088', '2155', '3102', '4445', '3715', '4683', '2210', '109', '3314', '2639', '1681', '268', '1142', '617', '3497', '3078', '145', '3068', '1611', '4392']"
892,5010,"[740, 647, 4735, 88, 4390, 193, 3955, 1711, 181, 1088]",10,"['740', '647', '4735', '88', '4390', '193', '3955', '1711', '4164', '181', '1088', '2155', '3102', '4445', '3715', '4683', '2210', '109', '3314', '2639', '1681', '268', '1142', '617', '3497', '3078', '145', '3068', '1611', '4392']"
892,6906,"[740, 4735, 88, 4390, 3955, 1711, 4164, 181, 1088, 2155]",10,"['740', '647', '4735', '88', '4390', '193', '3955', '1711', '4164', '181', '1088', '2155', '3102', '4445', '3715', '4683', '2210', '109', '3314', '2639', '1681', '268', '1142', '617', '3497', '3078', '145', '3068', '1611', '4392']"
893,840,"[1753, 4005, 740, 4382, 4787, 2639, 3142, 4929, 3078, 145]",10,"['1753', '4005', '3792', '740', '4382', '4787', '2639', '3142', '2401', '4929', '3335', '4910', '3078', '145', '4652', '3224', '352', '4457', '4177', '2833', '284', '1836', '4888', '2207', '4014', '3685', '56', '3660', '3580', '2494']"
893,2499,"[1753, 4005, 740, 4382, 4787, 2639, 3142, 2401, 4929, 3335]",10,"['1753', '4005', '3792', '740', '4382', '4787', '2639', '3142', '2401', '4929', '3335', '4910', '3078', '145', '4652', '3224', '352', '4457', '4177', '2833', '284', '1836', '4888', '2207', '4014', '3685', '56', '3660', '3580', '2494']"
893,6906,"[1753, 4005, 740, 4382, 4787, 2639, 2401, 4929, 3335, 4910]",10,"['1753', '4005', '3792', '740', '4382', '4787', '2639', '3142', '2401', '4929', '3335', '4910', '3078', '145', '4652', '3224', '352', '4457', '4177', '2833', '284', '1836', '4888', '2207', '4014', '3685', '56', '3660', '3580', '2494']"
894,6906,"[4, 1755, 3732, 484, 8, 4918, 2949, 1711, 181, 1088]",10,"['647', '4', '1755', '3732', '484', '8', '4918', '708', '2949', '1711', '4675', '669', '181', '1088', '2280', '586', '4722', '3258', '3102', '1278', '18', '815', '1037', '674', '4303', '960', '780', '4533', '4683', '266']"
894,332,"[647, 4, 1755, 3732, 484, 4918, 708, 2949, 1711, 4675]",10,"['647', '4', '1755', '3732', '484', '8', '4918', '708', '2949', '1711', '4675', '669', '181', '1088', '2280', '586', '4722', '3258', '3102', '1278', '18', '815', '1037', '674', '4303', '960', '780', '4533', '4683', '266']"
894,6335,"[647, 4, 1755, 3732, 484, 8, 708, 2949, 1711, 4675]",10,"['647', '4', '1755', '3732', '484', '8', '4918', '708', '2949', '1711', '4675', '669', '181', '1088', '2280', '586', '4722', '3258', '3102', '1278', '18', '815', '1037', '674', '4303', '960', '780', '4533', '4683', '266']"
895,6270,"[3066, 2866, 3781, 1602, 145, 4047, 361, 1196, 945, 2274]",10,"['2280', '3066', '2866', '3781', '988', '1602', '145', '708', '4396', '2326', '782', '2848', '4047', '361', '1196', '945', '2274', '160', '2773', '4167', '1379', '2384', '1214', '1698', '2353', '3459', '1015', '2197', '2058', '182']"
895,840,"[2280, 3066, 2866, 3781, 1602, 145, 708, 4396, 2326, 2848]",10,"['2280', '3066', '2866', '3781', '988', '1602', '145', '708', '4396', '2326', '782', '2848', '4047', '361', '1196', '945', '2274', '160', '2773', '4167', '1379', '2384', '1214', '1698', '2353', '3459', '1015', '2197', '2058', '182']"
895,2499,"[2280, 3066, 2866, 3781, 1602, 4396, 2848, 4047, 361, 1196]",10,"['2280', '3066', '2866', '3781', '988', '1602', '145', '708', '4396', '2326', '782', '2848', '4047', '361', '1196', '945', '2274', '160', '2773', '4167', '1379', '2384', '1214', '1698', '2353', '3459', '1015', '2197', '2058', '182']"
896,6270,[],0,[]
