user,hist,target,item list
524,2848,"[902.9000000000001, 106.0, 14.85, 88.0, 89.0, 213.0, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
525,3258,"[2872.5, 350.0, 144.54, 291.06, 163.35, 305.0, 44.0]","[2, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
526,1357,"[995.7, 88.0, 105.0, 36.63, 67.32, 170.0, 28.71]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
527,1690,"[938.124, 59.4, 51.48, 146.52, 128.0, 41.58, 27.72]","[1690, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
528,2,"[2943.7, 341.55, 136.0, 299.0, 187.10999999999999, 303.0, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
529,4960,"[313.90000000000003, 28.0, 37.0, 17.0, 26.0, 9.0, 11.0]","[109, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
530,532,"[540.1, 32.0, 104.0, 38.0, 35.0, 57.0, 20.79]","[1873, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
531,647,"[3496.9, 486.0, 330.0, 41.58, 147.0, 162.0, 45.54]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
532,3314,"[468.96299999999997, 42.57, 57.42, 21.78, 49.5, 61.0, 8.0]","[82, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
533,4783,"[610.5, 8.91, 236.60999999999999, 37.0, 22.0, 6.0, 41.58]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
534,3459,"[552.519, 43.56, 91.08, 29.7, 40.0, 77.0, 16.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
535,284,"[2299.374, 83.0, 89.1, 163.35, 132.66, 126.72, 125.73]","[769, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
536,284,"[440.5, 54.0, 18.81, 38.61, 44.0, 83.0, 1.98]","[4270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
537,648,"[797.4449999999999, 83.16, 3.96, 35.0, 113.0, 121.77, 5.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
538,125,"[2463.021, 155.43, 1092.0, 56.0, 84.0, 94.0, 124.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
539,648,"[804.6719999999999, 83.0, 24.75, 91.0, 91.08, 84.0, 9.9]","[1736, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
540,2474,"[370.5, 41.58, 50.49, 7.92, 28.71, 40.0, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
541,2988,"[572.8, 29.7, 121.0, 13.86, 90.09, 43.56, 16.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
542,647,"[4245.516, 479.15999999999997, 1049.0, 34.65, 182.0, 153.0, 114.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
543,4814,"[1102.068, 110.0, 231.0, 28.0, 48.51, 169.0, 33.0]","[4245, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
544,37,"[338.085, 35.0, 64.35, 10.89, 10.0, 58.41, 9.9]","[882, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
545,4642,"[800.118, 79.0, 14.85, 34.65, 58.0, 152.46, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
546,3300,"[908.5, 64.0, 127.0, 61.0, 74.0, 100.0, 29.7]","[767, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
547,4245,"[777.9000000000001, 63.0, 273.0, 83.0, 38.0, 123.75, 29.7]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
548,261,"[552.123, 18.0, 30.69, 55.44, 76.23, 24.0, 23.0]","[2155, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
549,2,"[2940.3999999999996, 342.0, 276.21, 290.0, 161.0, 297.99, 55.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
550,648,"[525.294, 48.0, 92.07, 18.0, 41.58, 62.0, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
551,2105,"[614.3, 52.47, 23.759999999999998, 35.0, 38.61, 78.0, 18.81]","[4005, 1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177]"
552,145,"[715.7, 44.55, 39.6, 34.0, 82.0, 61.38, 23.0]","[4284, 1118, 0, 4446, 1, 4783, 740, 1906, 4177, 3300]"
554,4382,"[833.4000000000001, 66.33, 33.0, 72.27, 86.0, 95.0, 20.0]","[4793, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
555,2949,"[583.2, 62.37, 116.0, 20.79, 34.0, 85.14, 11.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
556,1879,"[3113.3, 99.99, 167.31, 104.0, 149.49, 53.0, 183.0]","[2220, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
557,4642,"[1564.0, 158.0, 8.0, 63.36, 112.0, 304.92, 35.64]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
558,1601,"[1626.9, 110.88, 340.0, 49.0, 202.0, 165.33, 44.0]","[3483, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
559,1357,"[461.043, 15.84, 127.71, 35.0, 79.2, 21.78, 15.84]","[4534, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
560,284,"[326.79900000000004, 35.64, 35.64, 24.0, 31.68, 39.0, 2.9699999999999998]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
561,4783,"[564.4000000000001, 0.0, 424.0, 21.0, 8.91, 0.0, 45.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
562,112,"[577.071, 47.0, 90.0, 12.87, 18.0, 89.0, 21.78]","[4683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
563,1129,"[513.6, 27.0, 128.7, 28.0, 60.0, 30.0, 21.0]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
564,4783,"[752.9939999999999, 47.0, 28.71, 54.45, 48.0, 42.57, 32.0]","[297, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
565,2549,"[523.3, 26.0, 297.0, 146.0, 19.0, 20.79, 28.71]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
566,4177,"[642.015, 37.62, 56.0, 63.36, 38.61, 67.32, 30.0]","[4793, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
567,145,"[1231.9560000000001, 143.0, 70.29, 402.0, 73.0, 92.07, 23.0]","[1270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
568,4270,"[215.9, 19.8, 12.87, 30.69, 21.0, 44.55, 3.96]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
569,647,"[5555.5, 631.0, 1403.0, 56.0, 204.0, 241.0, 146.0]","[125, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
570,4760,"[443.6, 31.0, 172.0, 16.83, 9.0, 40.0, 19.0]","[4071, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
571,2949,"[431.79999999999995, 43.0, 104.0, 37.0, 23.759999999999998, 84.15, 10.0]","[4270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
572,647,"[3619.6, 494.01, 337.59, 37.0, 161.0, 173.0, 47.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
573,2274,"[258.1, 2.9699999999999998, 137.60999999999999, 3.96, 1.0, 1.98, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
574,4091,"[376.101, 19.8, 68.0, 46.0, 83.16, 13.86, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
575,647,"[3755.5, 489.06, 337.0, 33.0, 160.38, 155.43, 60.39]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
576,4827,"[518.9, 53.46, 119.78999999999999, 28.0, 20.79, 46.53, 14.0]","[2608, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
577,9,"[427.3, 5.0, 266.0, 20.0, 14.85, 6.93, 30.69]","[4695, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
578,983,"[621.0, 75.24, 58.0, 106.92, 30.69, 45.54, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
579,1646,"[416.493, 19.0, 211.0, 4.0, 6.0, 37.0, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
580,125,"[2487.078, 190.0, 1086.0, 51.48, 101.0, 161.37, 105.92999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
581,647,"[3785.5, 497.96999999999997, 336.0, 41.0, 163.0, 185.0, 58.41]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
582,2280,"[500.34599999999995, 35.64, 148.0, 19.8, 35.0, 69.3, 18.0]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
583,648,"[702.702, 52.47, 15.0, 43.0, 85.14, 71.28, 15.84]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
584,647,"[3652.407, 500.0, 338.0, 31.68, 191.0, 166.0, 48.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
585,238,"[136.818, 12.87, 10.89, 8.0, 8.0, 15.0, 2.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
586,4118,"[845.163, 47.0, 54.0, 6.93, 51.0, 29.7, 39.0]","[3113, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
587,284,"[1043.0639999999999, 111.87, 14.0, 39.6, 82.0, 192.0, 19.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
588,908,"[129.69, 8.91, 6.0, 8.0, 7.0, 6.93, 3.96]","[1261, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
589,4945,"[1242.5, 74.0, 77.0, 69.3, 155.0, 61.38, 38.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
590,2377,"[509.0, 55.44, 30.0, 26.0, 62.37, 71.0, 2.9699999999999998]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
591,1879,"[670.5269999999999, 42.0, 92.07, 18.81, 57.0, 53.0, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
592,648,"[623.205, 64.35, 20.0, 24.75, 55.44, 95.03999999999999, 11.0]","[2083, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
593,2988,"[470.5, 25.0, 73.0, 5.0, 89.0, 32.67, 10.0]","[3314, 1118, 0, 4446, 1, 4783, 740, 1906, 4091, 4177]"
594,4210,"[2363.7, 190.07999999999998, 118.8, 44.0, 502.92, 231.0, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
595,361,"[550.341, 39.6, 158.4, 15.0, 27.72, 46.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
596,708,"[596.5740000000001, 62.37, 28.0, 23.759999999999998, 34.0, 99.0, 12.87]","[4275, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
597,647,"[3628.2, 495.0, 385.11, 29.0, 148.5, 167.0, 52.47]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
598,4101,"[1017.5, 91.08, 138.6, 47.0, 107.0, 115.83, 22.0]","[2075, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
599,1690,"[942.975, 62.37, 40.0, 79.0, 81.17999999999999, 87.12, 35.0]","[389, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
600,4767,"[831.6, 65.34, 38.0, 77.22, 166.0, 95.03999999999999, 7.92]","[3344, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
601,4337,"[3122.3, 401.0, 16.0, 164.34, 345.51, 703.0, 6.93]","[3888, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
603,983,"[1320.9569999999999, 155.0, 22.0, 56.43, 80.0, 200.0, 24.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
604,284,"[647.8560000000001, 59.0, 32.67, 34.65, 63.36, 60.0, 13.86]","[276, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
605,4642,"[1251.2, 87.12, 6.93, 50.0, 212.85, 161.0, 23.759999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
606,4396,"[764.874, 68.0, 158.0, 40.589999999999996, 39.6, 122.0, 23.759999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
607,4245,"[679.239, 61.38, 231.66, 29.7, 24.0, 123.75, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
608,647,"[3717.945, 494.0, 333.63, 32.67, 160.38, 155.43, 60.39]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
609,647,"[3530.241, 499.0, 342.0, 35.0, 141.0, 193.0, 46.53]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
610,4675,"[823.68, 62.0, 127.71, 15.84, 98.01, 52.47, 21.78]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
611,284,"[920.7, 103.95, 15.0, 40.589999999999996, 125.73, 104.0, 2.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
612,484,"[433.125, 44.0, 24.75, 18.0, 56.43, 44.55, 5.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
613,88,"[803.7, 57.0, 37.0, 42.0, 115.0, 42.57, 15.84]","[1178, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
614,4665,"[1051.677, 91.0, 241.0, 20.79, 42.57, 177.0, 36.63]","[4245, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
615,741,"[541.827, 57.0, 133.0, 8.0, 9.0, 95.0, 16.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
617,397,"[261.0, 19.8, 67.0, 45.54, 7.0, 38.0, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
618,3888,"[3380.5, 428.67, 52.0, 175.23, 355.0, 723.6899999999999, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
619,2549,"[3847.0, 495.0, 611.82, 159.0, 147.51, 152.0, 72.27]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
620,1605,"[502.62300000000005, 50.0, 17.0, 62.37, 69.3, 52.47, 3.96]","[4382, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
621,647,"[3670.7, 502.0, 320.76, 71.28, 187.0, 185.0, 45.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
622,4493,"[2837.736, 367.0, 207.9, 34.65, 78.0, 186.12, 47.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
623,740,"[517.4730000000001, 11.879999999999999, 226.71, 27.0, 18.81, 8.0, 34.65]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
624,4918,"[800.712, 69.3, 8.91, 47.519999999999996, 86.0, 131.0, 17.82]","[2454, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
625,2,"[5516.6759999999995, 684.0, 268.0, 574.2, 318.78, 595.98, 84.0]","[2, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
626,4814,"[755.4000000000001, 86.13, 40.589999999999996, 45.0, 28.71, 90.0, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
627,740,"[554.202, 21.78, 228.69, 18.0, 14.85, 11.879999999999999, 33.66]","[1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177, 3300]"
628,4252,"[720.9, 77.22, 7.92, 38.0, 109.0, 72.0, 1.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
629,3966,"[967.23, 93.0, 251.46, 17.0, 31.0, 135.63, 31.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
630,3300,"[2868.6, 203.94, 1132.0, 91.0, 133.65, 170.0, 122.0]","[125, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
631,647,"[3572.118, 481.14, 416.79, 29.0, 150.0, 164.0, 55.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
632,3343,"[706.3, 54.0, 207.0, 17.0, 26.0, 92.07, 28.0]","[1171, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
633,2559,"[768.8, 46.53, 112.86, 32.67, 109.0, 49.0, 22.0]","[4617, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
634,1646,"[1224.5, 71.0, 322.0, 111.0, 43.56, 57.42, 60.39]","[140, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
635,1984,"[945.549, 40.589999999999996, 74.25, 93.0, 54.0, 61.38, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
636,193,"[989.3, 94.0, 43.56, 80.0, 109.0, 76.0, 11.0]","[510, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
637,3335,"[455.1, 37.0, 26.0, 31.68, 50.0, 67.32, 10.0]","[3198, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
638,240,"[729.234, 28.71, 71.0, 36.63, 36.63, 19.0, 40.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
639,125,"[2277.8, 166.32, 1091.0, 41.0, 72.27, 98.01, 102.96]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
640,4091,"[592.8119999999999, 36.0, 28.71, 62.0, 156.0, 22.77, 2.9699999999999998]","[3263, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
641,2639,"[237.40200000000002, 16.0, 23.759999999999998, 58.0, 15.84, 6.0, 8.0]","[2639, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
642,2801,"[573.6, 47.0, 37.0, 40.0, 88.11, 61.0, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
643,2949,"[983.0, 71.28, 170.0, 56.0, 85.0, 107.0, 31.0]","[1923, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
644,3258,"[260.3, 25.74, 51.0, 48.0, 8.0, 41.0, 6.93]","[397, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
645,3314,"[306.3, 34.0, 46.53, 5.9399999999999995, 6.93, 69.3, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
646,4091,"[594.99, 33.66, 43.0, 99.99, 142.0, 31.68, 6.93]","[2155, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
647,4642,"[1170.8, 101.97, 20.79, 52.47, 81.0, 192.06, 35.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
648,648,"[2554.4970000000003, 199.0, 1087.0, 49.5, 106.92, 148.0, 105.92999999999999]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
649,1950,"[527.9, 31.68, 54.0, 56.0, 69.3, 32.0, 14.85]","[866, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
650,125,"[2913.57, 230.67, 1087.0, 63.36, 120.78, 247.0, 118.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
651,3823,"[750.0, 55.0, 29.7, 120.78, 113.0, 57.42, 15.0]","[1690, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
652,2280,"[597.4, 54.45, 218.79, 0.0, 19.8, 21.78, 21.0]","[57, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
653,1854,"[806.6, 66.33, 144.0, 26.73, 25.74, 26.73, 29.7]","[1128, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
654,708,"[403.12800000000004, 14.85, 176.22, 8.0, 18.0, 15.84, 22.77]","[203, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
655,2949,"[542.5999999999999, 34.65, 191.07, 10.0, 54.0, 45.54, 18.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
657,647,"[3779.9, 514.0, 415.8, 37.0, 145.53, 163.0, 57.42]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
658,3814,"[638.5, 48.0, 105.0, 19.8, 29.0, 92.0, 24.0]","[1357, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
659,2820,"[230.8, 1.98, 101.0, 2.9699999999999998, 54.0, 1.0, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
661,2274,"[703.0980000000001, 48.0, 174.24, 22.77, 25.0, 43.56, 24.75]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
662,193,"[1021.5810000000001, 95.03999999999999, 28.0, 60.0, 137.60999999999999, 87.12, 14.0]","[276, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
663,688,"[932.085, 55.0, 125.0, 71.0, 121.0, 59.4, 27.72]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
664,397,"[613.6, 54.0, 82.0, 60.39, 20.79, 52.0, 20.79]","[1128, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
665,3459,"[442.2, 37.62, 22.0, 37.0, 46.53, 72.0, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
666,2050,"[530.6, 18.81, 33.66, 21.0, 71.28, 24.0, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
667,105,"[719.928, 23.759999999999998, 265.32, 25.0, 24.0, 39.6, 46.0]","[1460, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
668,4826,"[1465.7939999999999, 62.0, 379.0, 122.76, 144.0, 96.0, 71.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
669,484,"[424.7, 33.66, 88.11, 7.92, 46.53, 35.0, 12.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
670,983,"[658.9, 82.17, 70.0, 25.74, 25.74, 48.51, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
671,4128,"[1381.5, 170.28, 12.0, 14.85, 144.54, 241.0, 3.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
672,357,"[333.828, 29.7, 62.0, 16.83, 26.73, 30.0, 8.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
673,740,"[554.1030000000001, 9.0, 322.74, 18.0, 12.87, 6.0, 39.6]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
674,4783,"[469.90000000000003, 42.0, 14.85, 30.0, 39.0, 71.28, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
675,2260,"[4098.500999999999, 264.0, 1519.65, 91.08, 108.9, 184.0, 204.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
676,361,"[583.2, 63.0, 116.0, 20.79, 34.0, 86.0, 10.89]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
677,2342,"[973.17, 82.17, 55.0, 40.0, 64.35, 160.0, 30.69]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
678,193,"[1107.8, 80.0, 227.7, 51.0, 112.86, 71.28, 33.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
679,3738,"[1261.062, 102.0, 36.0, 17.82, 137.0, 119.78999999999999, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
680,1984,"[1173.8000000000002, 56.43, 82.0, 101.97, 115.0, 82.17, 47.519999999999996]","[4372, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
681,648,"[2580.3, 197.01, 1076.1299999999999, 49.5, 108.0, 146.52, 105.92999999999999]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
682,2105,"[390.45599999999996, 48.51, 15.84, 45.0, 32.0, 82.17, 3.0]","[4270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
684,2280,"[870.5999999999999, 87.0, 150.48, 35.64, 86.0, 66.0, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
685,145,"[501.33599999999996, 38.61, 30.69, 31.68, 53.46, 49.0, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
686,1646,"[514.503, 42.0, 186.12, 9.0, 9.0, 84.15, 20.79]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
687,4245,"[1021.7789999999999, 100.0, 212.85, 77.22, 74.0, 152.46, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
688,4814,"[702.009, 61.0, 38.0, 51.48, 42.0, 65.34, 21.0]","[532, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
689,4091,"[675.2, 53.0, 35.0, 74.0, 99.0, 73.0, 12.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
690,4091,"[445.59900000000005, 27.72, 33.66, 74.25, 92.0, 16.83, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
691,4642,"[1261.359, 115.83, 117.81, 42.0, 66.33, 217.0, 39.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
692,193,"[1485.4, 70.29, 76.23, 35.0, 102.96, 66.0, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
693,647,"[3669.3360000000002, 473.21999999999997, 576.18, 82.0, 144.54, 148.0, 69.0]","[0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177, 3300]"
696,3337,"[445.005, 42.57, 15.84, 31.68, 26.73, 38.0, 10.89]","[4561, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
697,903,"[1811.2, 119.0, 3.0, 84.0, 227.0, 144.54, 50.0]","[4204, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
698,648,"[603.3, 55.44, 18.81, 18.81, 51.0, 59.4, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
699,2773,"[808.137, 83.0, 24.75, 43.0, 102.96, 160.0, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
